n_total,27107
n_saved_reported,8192
timclk,72000000
etr_count,27109

index,width_ticks,width_ns
3596,104,1444
3597,119,1652
3598,100,1388
3599,104,1444
3600,88,1222
3601,78,1083
3602,103,1430
3603,105,1458
3604,91,1263
3605,141,1958
3606,135,1875
3607,114,1583
3608,112,1555
3609,88,1222
3610,117,1625
3611,117,1625
3612,96,1333
3613,108,1500
3614,72,1000
3615,104,1444
3616,133,1847
3617,117,1625
3618,100,1388
3619,121,1680
3620,112,1555
3621,111,1541
3622,114,1583
3623,118,1638
3624,114,1583
3625,102,1416
3626,128,1777
3627,124,1722
3628,93,1291
3629,99,1375
3630,74,1027
3631,120,1666
3632,115,1597
3633,141,1958
3634,92,1277
3635,98,1361
3636,151,2097
3637,132,1833
3638,142,1972
3639,100,1388
3640,113,1569
3641,98,1361
3642,113,1569
3643,107,1486
3644,89,1236
3645,130,1805
3646,98,1361
3647,113,1569
3648,114,1583
3649,94,1305
3650,153,2125
3651,101,1402
3652,97,1347
3653,117,1625
3654,89,1236
3655,82,1138
3656,131,1819
3657,124,1722
3658,107,1486
3659,108,1500
3660,129,1791
3661,142,1972
3662,111,1541
3663,103,1430
3664,119,1652
3665,123,1708
3666,117,1625
3667,96,1333
3668,125,1736
3669,108,1500
3670,117,1625
3671,133,1847
3672,118,1638
3673,212,2944
3674,116,1611
3675,86,1194
3676,99,1375
3677,114,1583
3678,114,1583
3679,151,2097
3680,100,1388
3681,99,1375
3682,94,1305
3683,120,1666
3684,105,1458
3685,94,1305
3686,114,1583
3687,96,1333
3688,126,1750
3689,129,1791
3690,96,1333
3691,121,1680
3692,105,1458
3693,98,1361
3694,149,2069
3695,102,1416
3696,120,1666
3697,127,1763
3698,109,1513
3699,158,2194
3700,131,1819
3701,120,1666
3702,79,1097
3703,96,1333
3704,128,1777
3705,80,1111
3706,117,1625
3707,108,1500
3708,114,1583
3709,119,1652
3710,92,1277
3711,114,1583
3712,138,1916
3713,122,1694
3714,124,1722
3715,145,2013
3716,80,1111
3717,81,1125
3718,111,1541
3719,104,1444
3720,97,1347
3721,95,1319
3722,117,1625
3723,99,1375
3724,134,1861
3725,121,1680
3726,137,1902
3727,113,1569
3728,122,1694
3729,113,1569
3730,81,1125
3731,100,1388
3732,117,1625
3733,111,1541
3734,72,1000
3735,117,1625
3736,81,1125
3737,134,1861
3738,110,1527
3739,101,1402
3740,137,1902
3741,104,1444
3742,72,1000
3743,107,1486
3744,115,1597
3745,155,2152
3746,95,1319
3747,129,1791
3748,87,1208
3749,131,1819
3750,120,1666
3751,133,1847
3752,111,1541
3753,110,1527
3754,129,1791
3755,123,1708
3756,101,1402
3757,99,1375
3758,99,1375
3759,154,2138
3760,94,1305
3761,101,1402
3762,71,986
3763,115,1597
3764,135,1875
3765,112,1555
3766,104,1444
3767,101,1402
3768,112,1555
3769,120,1666
3770,126,1750
3771,94,1305
3772,118,1638
3773,98,1361
3774,96,1333
3775,127,1763
3776,71,986
3777,110,1527
3778,115,1597
3779,123,1708
3780,106,1472
3781,144,2000
3782,156,2166
3783,93,1291
3784,118,1638
3785,117,1625
3786,113,1569
3787,104,1444
3788,80,1111
3789,100,1388
3790,95,1319
3791,88,1222
3792,135,1875
3793,136,1888
3794,150,2083
3795,84,1166
3796,153,2125
3797,114,1583
3798,129,1791
3799,129,1791
3800,121,1680
3801,123,1708
3802,134,1861
3803,95,1319
3804,115,1597
3805,129,1791
3806,119,1652
3807,122,1694
3808,113,1569
3809,113,1569
3810,110,1527
3811,89,1236
3812,106,1472
3813,104,1444
3814,108,1500
3815,110,1527
3816,110,1527
3817,96,1333
3818,135,1875
3819,92,1277
3820,46,638
3821,103,1430
3822,82,1138
3823,116,1611
3824,85,1180
3825,121,1680
3826,111,1541
3827,107,1486
3828,131,1819
3829,144,2000
3830,106,1472
3831,112,1555
3832,117,1625
3833,108,1500
3834,86,1194
3835,105,1458
3836,117,1625
3837,89,1236
3838,89,1236
3839,98,1361
3840,109,1513
3841,116,1611
3842,104,1444
3843,103,1430
3844,143,1986
3845,96,1333
3846,101,1402
3847,123,1708
3848,102,1416
3849,103,1430
3850,107,1486
3851,93,1291
3852,129,1791
3853,101,1402
3854,96,1333
3855,113,1569
3856,127,1763
3857,87,1208
3858,114,1583
3859,119,1652
3860,140,1944
3861,113,1569
3862,122,1694
3863,86,1194
3864,107,1486
3865,91,1263
3866,139,1930
3867,101,1402
3868,108,1500
3869,104,1444
3870,72,1000
3871,93,1291
3872,114,1583
3873,110,1527
3874,114,1583
3875,117,1625
3876,147,2041
3877,122,1694
3878,140,1944
3879,89,1236
3880,97,1347
3881,121,1680
3882,132,1833
3883,115,1597
3884,103,1430
3885,107,1486
3886,115,1597
3887,96,1333
3888,78,1083
3889,103,1430
3890,110,1527
3891,139,1930
3892,147,2041
3893,115,1597
3894,115,1597
3895,105,1458
3896,108,1500
3897,95,1319
3898,105,1458
3899,115,1597
3900,132,1833
3901,116,1611
3902,95,1319
3903,97,1347
3904,109,1513
3905,123,1708
3906,103,1430
3907,126,1750
3908,119,1652
3909,114,1583
3910,118,1638
3911,98,1361
3912,102,1416
3913,114,1583
3914,82,1138
3915,103,1430
3916,102,1416
3917,116,1611
3918,133,1847
3919,91,1263
3920,138,1916
3921,92,1277
3922,110,1527
3923,120,1666
3924,117,1625
3925,117,1625
3926,118,1638
3927,108,1500
3928,93,1291
3929,139,1930
3930,123,1708
3931,91,1263
3932,72,1000
3933,102,1416
3934,127,1763
3935,118,1638
3936,106,1472
3937,109,1513
3938,85,1180
3939,103,1430
3940,101,1402
3941,112,1555
3942,112,1555
3943,121,1680
3944,73,1013
3945,88,1222
3946,106,1472
3947,104,1444
3948,140,1944
3949,110,1527
3950,126,1750
3951,110,1527
3952,132,1833
3953,129,1791
3954,122,1694
3955,114,1583
3956,109,1513
3957,95,1319
3958,116,1611
3959,138,1916
3960,114,1583
3961,134,1861
3962,86,1194
3963,114,1583
3964,94,1305
3965,116,1611
3966,95,1319
3967,105,1458
3968,129,1791
3969,136,1888
3970,118,1638
3971,122,1694
3972,125,1736
3973,89,1236
3974,93,1291
3975,104,1444
3976,122,1694
3977,116,1611
3978,90,1250
3979,99,1375
3980,103,1430
3981,101,1402
3982,104,1444
3983,105,1458
3984,121,1680
3985,125,1736
3986,114,1583
3987,148,2055
3988,125,1736
3989,132,1833
3990,113,1569
3991,90,1250
3992,133,1847
3993,91,1263
3994,108,1500
3995,111,1541
3996,140,1944
3997,110,1527
3998,123,1708
3999,116,1611
4000,100,1388
4001,126,1750
4002,119,1652
4003,104,1444
4004,90,1250
4005,95,1319
4006,99,1375
4007,95,1319
4008,117,1625
4009,105,1458
4010,123,1708
4011,101,1402
4012,125,1736
4013,92,1277
4014,126,1750
4015,99,1375
4016,167,2319
4017,125,1736
4018,108,1500
4019,107,1486
4020,119,1652
4021,100,1388
4022,116,1611
4023,113,1569
4024,109,1513
4025,116,1611
4026,112,1555
4027,139,1930
4028,127,1763
4029,76,1055
4030,121,1680
4031,143,1986
4032,91,1263
4033,121,1680
4034,126,1750
4035,97,1347
4036,100,1388
4037,111,1541
4038,95,1319
4039,106,1472
4040,96,1333
4041,123,1708
4042,118,1638
4043,123,1708
4044,116,1611
4045,129,1791
4046,143,1986
4047,96,1333
4048,80,1111
4049,113,1569
4050,139,1930
4051,111,1541
4052,108,1500
4053,87,1208
4054,125,1736
4055,111,1541
4056,110,1527
4057,116,1611
4058,102,1416
4059,98,1361
4060,101,1402
4061,110,1527
4062,104,1444
4063,83,1152
4064,121,1680
4065,120,1666
4066,129,1791
4067,119,1652
4068,139,1930
4069,117,1625
4070,86,1194
4071,114,1583
4072,85,1180
4073,112,1555
4074,82,1138
4075,141,1958
4076,84,1166
4077,133,1847
4078,102,1416
4079,70,972
4080,112,1555
4081,114,1583
4082,97,1347
4083,83,1152
4084,108,1500
4085,83,1152
4086,79,1097
4087,107,1486
4088,110,1527
4089,106,1472
4090,77,1069
4091,135,1875
4092,88,1222
4093,124,1722
4094,116,1611
4095,96,1333
4096,104,1444
4097,118,1638
4098,113,1569
4099,109,1513
4100,110,1527
4101,135,1875
4102,104,1444
4103,127,1763
4104,107,1486
4105,84,1166
4106,113,1569
4107,84,1166
4108,95,1319
4109,122,1694
4110,121,1680
4111,101,1402
4112,115,1597
4113,102,1416
4114,97,1347
4115,129,1791
4116,113,1569
4117,145,2013
4118,122,1694
4119,105,1458
4120,86,1194
4121,125,1736
4122,118,1638
4123,97,1347
4124,101,1402
4125,110,1527
4126,96,1333
4127,100,1388
4128,103,1430
4129,132,1833
4130,116,1611
4131,116,1611
4132,129,1791
4133,100,1388
4134,126,1750
4135,92,1277
4136,114,1583
4137,124,1722
4138,137,1902
4139,103,1430
4140,104,1444
4141,118,1638
4142,100,1388
4143,135,1875
4144,109,1513
4145,80,1111
4146,109,1513
4147,101,1402
4148,113,1569
4149,112,1555
4150,148,2055
4151,78,1083
4152,132,1833
4153,120,1666
4154,108,1500
4155,86,1194
4156,104,1444
4157,99,1375
4158,98,1361
4159,96,1333
4160,117,1625
4161,120,1666
4162,93,1291
4163,106,1472
4164,128,1777
4165,98,1361
4166,88,1222
4167,112,1555
4168,92,1277
4169,82,1138
4170,110,1527
4171,105,1458
4172,101,1402
4173,107,1486
4174,113,1569
4175,112,1555
4176,120,1666
4177,150,2083
4178,92,1277
4179,112,1555
4180,120,1666
4181,125,1736
4182,130,1805
4183,113,1569
4184,103,1430
4185,86,1194
4186,133,1847
4187,111,1541
4188,130,1805
4189,111,1541
4190,75,1041
4191,88,1222
4192,139,1930
4193,108,1500
4194,95,1319
4195,109,1513
4196,124,1722
4197,102,1416
4198,107,1486
4199,98,1361
4200,106,1472
4201,121,1680
4202,116,1611
4203,117,1625
4204,137,1902
4205,94,1305
4206,131,1819
4207,98,1361
4208,115,1597
4209,116,1611
4210,104,1444
4211,104,1444
4212,108,1500
4213,123,1708
4214,94,1305
4215,127,1763
4216,119,1652
4217,148,2055
4218,109,1513
4219,126,1750
4220,118,1638
4221,110,1527
4222,109,1513
4223,88,1222
4224,85,1180
4225,143,1986
4226,119,1652
4227,142,1972
4228,95,1319
4229,128,1777
4230,117,1625
4231,110,1527
4232,73,1013
4233,116,1611
4234,75,1041
4235,111,1541
4236,113,1569
4237,107,1486
4238,128,1777
4239,107,1486
4240,76,1055
4241,95,1319
4242,131,1819
4243,97,1347
4244,101,1402
4245,93,1291
4246,128,1777
4247,111,1541
4248,115,1597
4249,106,1472
4250,109,1513
4251,95,1319
4252,120,1666
4253,90,1250
4254,144,2000
4255,85,1180
4256,88,1222
4257,104,1444
4258,122,1694
4259,106,1472
4260,116,1611
4261,96,1333
4262,142,1972
4263,101,1402
4264,100,1388
4265,117,1625
4266,120,1666
4267,124,1722
4268,136,1888
4269,131,1819
4270,116,1611
4271,132,1833
4272,49,680
4273,119,1652
4274,112,1555
4275,75,1041
4276,107,1486
4277,115,1597
4278,92,1277
4279,84,1166
4280,104,1444
4281,97,1347
4282,117,1625
4283,114,1583
4284,130,1805
4285,87,1208
4286,81,1125
4287,137,1902
4288,118,1638
4289,88,1222
4290,96,1333
4291,77,1069
4292,87,1208
4293,140,1944
4294,129,1791
4295,102,1416
4296,131,1819
4297,105,1458
4298,120,1666
4299,91,1263
4300,96,1333
4301,100,1388
4302,127,1763
4303,88,1222
4304,112,1555
4305,94,1305
4306,119,1652
4307,112,1555
4308,132,1833
4309,112,1555
4310,119,1652
4311,72,1000
4312,115,1597
4313,142,1972
4314,96,1333
4315,121,1680
4316,75,1041
4317,128,1777
4318,116,1611
4319,108,1500
4320,122,1694
4321,113,1569
4322,105,1458
4323,98,1361
4324,103,1430
4325,102,1416
4326,77,1069
4327,90,1250
4328,49,680
4329,109,1513
4330,98,1361
4331,81,1125
4332,110,1527
4333,136,1888
4334,87,1208
4335,103,1430
4336,123,1708
4337,122,1694
4338,118,1638
4339,120,1666
4340,105,1458
4341,108,1500
4342,111,1541
4343,95,1319
4344,96,1333
4345,110,1527
4346,92,1277
4347,95,1319
4348,102,1416
4349,121,1680
4350,103,1430
4351,163,2263
4352,124,1722
4353,102,1416
4354,98,1361
4355,124,1722
4356,105,1458
4357,120,1666
4358,125,1736
4359,116,1611
4360,108,1500
4361,123,1708
4362,105,1458
4363,106,1472
4364,111,1541
4365,100,1388
4366,150,2083
4367,109,1513
4368,121,1680
4369,86,1194
4370,110,1527
4371,111,1541
4372,111,1541
4373,106,1472
4374,116,1611
4375,122,1694
4376,110,1527
4377,117,1625
4378,94,1305
4379,104,1444
4380,127,1763
4381,113,1569
4382,125,1736
4383,130,1805
4384,89,1236
4385,121,1680
4386,120,1666
4387,115,1597
4388,104,1444
4389,115,1597
4390,133,1847
4391,114,1583
4392,122,1694
4393,113,1569
4394,107,1486
4395,102,1416
4396,98,1361
4397,138,1916
4398,103,1430
4399,97,1347
4400,107,1486
4401,92,1277
4402,97,1347
4403,127,1763
4404,113,1569
4405,115,1597
4406,137,1902
4407,102,1416
4408,104,1444
4409,145,2013
4410,116,1611
4411,116,1611
4412,91,1263
4413,97,1347
4414,112,1555
4415,111,1541
4416,129,1791
4417,118,1638
4418,97,1347
4419,100,1388
4420,146,2027
4421,97,1347
4422,129,1791
4423,79,1097
4424,145,2013
4425,110,1527
4426,116,1611
4427,90,1250
4428,115,1597
4429,125,1736
4430,122,1694
4431,94,1305
4432,121,1680
4433,126,1750
4434,96,1333
4435,96,1333
4436,121,1680
4437,119,1652
4438,104,1444
4439,115,1597
4440,95,1319
4441,113,1569
4442,103,1430
4443,89,1236
4444,31,430
4445,90,1250
4446,112,1555
4447,89,1236
4448,140,1944
4449,127,1763
4450,68,944
4451,105,1458
4452,115,1597
4453,125,1736
4454,103,1430
4455,86,1194
4456,95,1319
4457,115,1597
4458,120,1666
4459,97,1347
4460,106,1472
4461,107,1486
4462,115,1597
4463,89,1236
4464,109,1513
4465,95,1319
4466,137,1902
4467,136,1888
4468,137,1902
4469,137,1902
4470,92,1277
4471,132,1833
4472,100,1388
4473,128,1777
4474,122,1694
4475,132,1833
4476,108,1500
4477,116,1611
4478,125,1736
4479,111,1541
4480,111,1541
4481,114,1583
4482,137,1902
4483,137,1902
4484,104,1444
4485,94,1305
4486,103,1430
4487,121,1680
4488,125,1736
4489,94,1305
4490,107,1486
4491,113,1569
4492,94,1305
4493,89,1236
4494,99,1375
4495,178,2472
4496,102,1416
4497,110,1527
4498,118,1638
4499,140,1944
4500,110,1527
4501,119,1652
4502,98,1361
4503,108,1500
4504,112,1555
4505,79,1097
4506,115,1597
4507,122,1694
4508,85,1180
4509,125,1736
4510,124,1722
4511,101,1402
4512,109,1513
4513,119,1652
4514,116,1611
4515,96,1333
4516,120,1666
4517,86,1194
4518,126,1750
4519,106,1472
4520,90,1250
4521,99,1375
4522,115,1597
4523,110,1527
4524,114,1583
4525,93,1291
4526,124,1722
4527,94,1305
4528,94,1305
4529,116,1611
4530,138,1916
4531,112,1555
4532,146,2027
4533,110,1527
4534,125,1736
4535,129,1791
4536,86,1194
4537,116,1611
4538,104,1444
4539,108,1500
4540,121,1680
4541,135,1875
4542,132,1833
4543,100,1388
4544,110,1527
4545,105,1458
4546,108,1500
4547,105,1458
4548,103,1430
4549,94,1305
4550,144,2000
4551,114,1583
4552,118,1638
4553,120,1666
4554,112,1555
4555,97,1347
4556,104,1444
4557,117,1625
4558,110,1527
4559,147,2041
4560,107,1486
4561,128,1777
4562,109,1513
4563,98,1361
4564,133,1847
4565,95,1319
4566,119,1652
4567,123,1708
4568,125,1736
4569,150,2083
4570,122,1694
4571,92,1277
4572,78,1083
4573,106,1472
4574,101,1402
4575,90,1250
4576,84,1166
4577,93,1291
4578,134,1861
4579,119,1652
4580,103,1430
4581,123,1708
4582,105,1458
4583,110,1527
4584,114,1583
4585,120,1666
4586,123,1708
4587,106,1472
4588,107,1486
4589,85,1180
4590,88,1222
4591,124,1722
4592,80,1111
4593,112,1555
4594,93,1291
4595,109,1513
4596,160,2222
4597,126,1750
4598,136,1888
4599,116,1611
4600,126,1750
4601,84,1166
4602,98,1361
4603,108,1500
4604,128,1777
4605,91,1263
4606,133,1847
4607,104,1444
4608,120,1666
4609,122,1694
4610,106,1472
4611,102,1416
4612,95,1319
4613,122,1694
4614,125,1736
4615,108,1500
4616,122,1694
4617,97,1347
4618,166,2305
4619,124,1722
4620,94,1305
4621,99,1375
4622,111,1541
4623,114,1583
4624,90,1250
4625,114,1583
4626,120,1666
4627,103,1430
4628,121,1680
4629,125,1736
4630,114,1583
4631,91,1263
4632,125,1736
4633,80,1111
4634,133,1847
4635,115,1597
4636,131,1819
4637,110,1527
4638,101,1402
4639,86,1194
4640,96,1333
4641,141,1958
4642,93,1291
4643,106,1472
4644,105,1458
4645,166,2305
4646,89,1236
4647,97,1347
4648,128,1777
4649,105,1458
4650,111,1541
4651,109,1513
4652,138,1916
4653,89,1236
4654,110,1527
4655,101,1402
4656,105,1458
4657,106,1472
4658,93,1291
4659,99,1375
4660,137,1902
4661,96,1333
4662,103,1430
4663,113,1569
4664,113,1569
4665,111,1541
4666,109,1513
4667,115,1597
4668,116,1611
4669,166,2305
4670,135,1875
4671,94,1305
4672,107,1486
4673,63,875
4674,104,1444
4675,103,1430
4676,107,1486
4677,136,1888
4678,131,1819
4679,100,1388
4680,107,1486
4681,116,1611
4682,101,1402
4683,120,1666
4684,136,1888
4685,92,1277
4686,94,1305
4687,141,1958
4688,105,1458
4689,118,1638
4690,128,1777
4691,102,1416
4692,90,1250
4693,102,1416
4694,98,1361
4695,125,1736
4696,82,1138
4697,109,1513
4698,100,1388
4699,114,1583
4700,94,1305
4701,95,1319
4702,109,1513
4703,97,1347
4704,91,1263
4705,136,1888
4706,114,1583
4707,112,1555
4708,113,1569
4709,127,1763
4710,101,1402
4711,103,1430
4712,101,1402
4713,126,1750
4714,86,1194
4715,105,1458
4716,123,1708
4717,116,1611
4718,139,1930
4719,122,1694
4720,147,2041
4721,86,1194
4722,80,1111
4723,89,1236
4724,103,1430
4725,122,1694
4726,123,1708
4727,117,1625
4728,99,1375
4729,101,1402
4730,78,1083
4731,90,1250
4732,99,1375
4733,114,1583
4734,119,1652
4735,129,1791
4736,114,1583
4737,121,1680
4738,110,1527
4739,145,2013
4740,124,1722
4741,108,1500
4742,117,1625
4743,116,1611
4744,104,1444
4745,146,2027
4746,105,1458
4747,120,1666
4748,120,1666
4749,121,1680
4750,122,1694
4751,119,1652
4752,125,1736
4753,106,1472
4754,114,1583
4755,149,2069
4756,123,1708
4757,93,1291
4758,68,944
4759,104,1444
4760,108,1500
4761,118,1638
4762,120,1666
4763,129,1791
4764,134,1861
4765,96,1333
4766,136,1888
4767,80,1111
4768,100,1388
4769,116,1611
4770,86,1194
4771,129,1791
4772,123,1708
4773,76,1055
4774,104,1444
4775,86,1194
4776,114,1583
4777,111,1541
4778,113,1569
4779,125,1736
4780,117,1625
4781,115,1597
4782,99,1375
4783,107,1486
4784,133,1847
4785,110,1527
4786,128,1777
4787,108,1500
4788,86,1194
4789,122,1694
4790,109,1513
4791,123,1708
4792,120,1666
4793,104,1444
4794,114,1583
4795,84,1166
4796,154,2138
4797,89,1236
4798,139,1930
4799,124,1722
4800,148,2055
4801,96,1333
4802,104,1444
4803,123,1708
4804,106,1472
4805,110,1527
4806,130,1805
4807,96,1333
4808,97,1347
4809,119,1652
4810,115,1597
4811,78,1083
4812,109,1513
4813,139,1930
4814,137,1902
4815,113,1569
4816,125,1736
4817,103,1430
4818,113,1569
4819,131,1819
4820,109,1513
4821,93,1291
4822,151,2097
4823,102,1416
4824,94,1305
4825,114,1583
4826,105,1458
4827,133,1847
4828,123,1708
4829,105,1458
4830,74,1027
4831,112,1555
4832,117,1625
4833,95,1319
4834,110,1527
4835,131,1819
4836,132,1833
4837,115,1597
4838,127,1763
4839,142,1972
4840,97,1347
4841,124,1722
4842,100,1388
4843,85,1180
4844,142,1972
4845,113,1569
4846,92,1277
4847,105,1458
4848,94,1305
4849,93,1291
4850,79,1097
4851,103,1430
4852,101,1402
4853,122,1694
4854,117,1625
4855,102,1416
4856,113,1569
4857,115,1597
4858,96,1333
4859,99,1375
4860,105,1458
4861,83,1152
4862,119,1652
4863,126,1750
4864,71,986
4865,100,1388
4866,103,1430
4867,102,1416
4868,153,2125
4869,108,1500
4870,78,1083
4871,82,1138
4872,122,1694
4873,145,2013
4874,108,1500
4875,126,1750
4876,108,1500
4877,120,1666
4878,94,1305
4879,114,1583
4880,148,2055
4881,117,1625
4882,97,1347
4883,142,1972
4884,109,1513
4885,97,1347
4886,107,1486
4887,127,1763
4888,143,1986
4889,105,1458
4890,102,1416
4891,106,1472
4892,118,1638
4893,86,1194
4894,122,1694
4895,104,1444
4896,130,1805
4897,149,2069
4898,117,1625
4899,122,1694
4900,147,2041
4901,101,1402
4902,144,2000
4903,103,1430
4904,103,1430
4905,124,1722
4906,129,1791
4907,139,1930
4908,101,1402
4909,98,1361
4910,85,1180
4911,118,1638
4912,102,1416
4913,134,1861
4914,108,1500
4915,106,1472
4916,139,1930
4917,113,1569
4918,82,1138
4919,121,1680
4920,132,1833
4921,132,1833
4922,110,1527
4923,126,1750
4924,124,1722
4925,76,1055
4926,118,1638
4927,109,1513
4928,121,1680
4929,119,1652
4930,103,1430
4931,114,1583
4932,107,1486
4933,126,1750
4934,70,972
4935,94,1305
4936,60,833
4937,131,1819
4938,116,1611
4939,141,1958
4940,160,2222
4941,139,1930
4942,107,1486
4943,116,1611
4944,99,1375
4945,132,1833
4946,97,1347
4947,95,1319
4948,105,1458
4949,97,1347
4950,88,1222
4951,92,1277
4952,118,1638
4953,114,1583
4954,142,1972
4955,108,1500
4956,131,1819
4957,131,1819
4958,84,1166
4959,127,1763
4960,107,1486
4961,96,1333
4962,98,1361
4963,113,1569
4964,117,1625
4965,91,1263
4966,120,1666
4967,107,1486
4968,102,1416
4969,90,1250
4970,106,1472
4971,127,1763
4972,99,1375
4973,132,1833
4974,96,1333
4975,127,1763
4976,75,1041
4977,109,1513
4978,113,1569
4979,112,1555
4980,115,1597
4981,113,1569
4982,99,1375
4983,99,1375
4984,53,736
4985,73,1013
4986,121,1680
4987,116,1611
4988,129,1791
4989,95,1319
4990,120,1666
4991,116,1611
4992,108,1500
4993,117,1625
4994,102,1416
4995,94,1305
4996,120,1666
4997,99,1375
4998,73,1013
4999,136,1888
5000,110,1527
5001,125,1736
5002,110,1527
5003,78,1083
5004,112,1555
5005,86,1194
5006,114,1583
5007,100,1388
5008,95,1319
5009,113,1569
5010,83,1152
5011,97,1347
5012,97,1347
5013,109,1513
5014,108,1500
5015,131,1819
5016,107,1486
5017,121,1680
5018,94,1305
5019,134,1861
5020,126,1750
5021,97,1347
5022,92,1277
5023,106,1472
5024,113,1569
5025,126,1750
5026,75,1041
5027,121,1680
5028,134,1861
5029,89,1236
5030,110,1527
5031,109,1513
5032,120,1666
5033,99,1375
5034,65,902
5035,98,1361
5036,108,1500
5037,107,1486
5038,110,1527
5039,89,1236
5040,99,1375
5041,120,1666
5042,101,1402
5043,97,1347
5044,122,1694
5045,98,1361
5046,106,1472
5047,98,1361
5048,124,1722
5049,153,2125
5050,160,2222
5051,77,1069
5052,104,1444
5053,88,1222
5054,141,1958
5055,115,1597
5056,86,1194
5057,99,1375
5058,101,1402
5059,82,1138
5060,66,916
5061,93,1291
5062,120,1666
5063,164,2277
5064,89,1236
5065,126,1750
5066,96,1333
5067,139,1930
5068,136,1888
5069,113,1569
5070,126,1750
5071,115,1597
5072,120,1666
5073,93,1291
5074,138,1916
5075,102,1416
5076,89,1236
5077,119,1652
5078,130,1805
5079,120,1666
5080,99,1375
5081,112,1555
5082,115,1597
5083,132,1833
5084,98,1361
5085,132,1833
5086,141,1958
5087,136,1888
5088,112,1555
5089,86,1194
5090,87,1208
5091,108,1500
5092,130,1805
5093,143,1986
5094,121,1680
5095,147,2041
5096,120,1666
5097,99,1375
5098,146,2027
5099,97,1347
5100,108,1500
5101,83,1152
5102,117,1625
5103,110,1527
5104,115,1597
5105,88,1222
5106,90,1250
5107,100,1388
5108,105,1458
5109,101,1402
5110,95,1319
5111,106,1472
5112,94,1305
5113,102,1416
5114,97,1347
5115,144,2000
5116,91,1263
5117,104,1444
5118,123,1708
5119,102,1416
5120,130,1805
5121,101,1402
5122,131,1819
5123,99,1375
5124,118,1638
5125,88,1222
5126,128,1777
5127,119,1652
5128,112,1555
5129,126,1750
5130,73,1013
5131,112,1555
5132,124,1722
5133,92,1277
5134,128,1777
5135,128,1777
5136,124,1722
5137,87,1208
5138,124,1722
5139,98,1361
5140,125,1736
5141,104,1444
5142,108,1500
5143,101,1402
5144,145,2013
5145,142,1972
5146,138,1916
5147,107,1486
5148,218,3027
5149,60,833
5150,94,1305
5151,110,1527
5152,104,1444
5153,105,1458
5154,90,1250
5155,109,1513
5156,131,1819
5157,119,1652
5158,101,1402
5159,86,1194
5160,105,1458
5161,99,1375
5162,81,1125
5163,112,1555
5164,119,1652
5165,110,1527
5166,103,1430
5167,105,1458
5168,94,1305
5169,116,1611
5170,94,1305
5171,144,2000
5172,113,1569
5173,128,1777
5174,134,1861
5175,111,1541
5176,83,1152
5177,134,1861
5178,122,1694
5179,90,1250
5180,99,1375
5181,74,1027
5182,101,1402
5183,117,1625
5184,112,1555
5185,148,2055
5186,110,1527
5187,103,1430
5188,104,1444
5189,88,1222
5190,131,1819
5191,112,1555
5192,115,1597
5193,86,1194
5194,91,1263
5195,107,1486
5196,99,1375
5197,131,1819
5198,93,1291
5199,143,1986
5200,115,1597
5201,114,1583
5202,131,1819
5203,89,1236
5204,123,1708
5205,134,1861
5206,126,1750
5207,114,1583
5208,103,1430
5209,100,1388
5210,109,1513
5211,166,2305
5212,111,1541
5213,100,1388
5214,138,1916
5215,94,1305
5216,92,1277
5217,111,1541
5218,81,1125
5219,125,1736
5220,102,1416
5221,111,1541
5222,106,1472
5223,135,1875
5224,90,1250
5225,120,1666
5226,104,1444
5227,122,1694
5228,99,1375
5229,77,1069
5230,108,1500
5231,99,1375
5232,84,1166
5233,133,1847
5234,108,1500
5235,121,1680
5236,108,1500
5237,99,1375
5238,134,1861
5239,116,1611
5240,109,1513
5241,110,1527
5242,103,1430
5243,125,1736
5244,129,1791
5245,117,1625
5246,126,1750
5247,109,1513
5248,92,1277
5249,95,1319
5250,124,1722
5251,103,1430
5252,112,1555
5253,94,1305
5254,110,1527
5255,132,1833
5256,103,1430
5257,118,1638
5258,78,1083
5259,105,1458
5260,93,1291
5261,93,1291
5262,115,1597
5263,160,2222
5264,119,1652
5265,105,1458
5266,110,1527
5267,114,1583
5268,141,1958
5269,127,1763
5270,125,1736
5271,120,1666
5272,124,1722
5273,118,1638
5274,96,1333
5275,131,1819
5276,113,1569
5277,92,1277
5278,113,1569
5279,128,1777
5280,133,1847
5281,76,1055
5282,127,1763
5283,108,1500
5284,103,1430
5285,126,1750
5286,123,1708
5287,166,2305
5288,132,1833
5289,101,1402
5290,118,1638
5291,102,1416
5292,124,1722
5293,133,1847
5294,107,1486
5295,104,1444
5296,101,1402
5297,94,1305
5298,128,1777
5299,94,1305
5300,128,1777
5301,100,1388
5302,77,1069
5303,54,750
5304,120,1666
5305,105,1458
5306,87,1208
5307,113,1569
5308,83,1152
5309,104,1444
5310,123,1708
5311,133,1847
5312,106,1472
5313,90,1250
5314,111,1541
5315,82,1138
5316,98,1361
5317,106,1472
5318,101,1402
5319,108,1500
5320,106,1472
5321,119,1652
5322,113,1569
5323,109,1513
5324,135,1875
5325,126,1750
5326,108,1500
5327,232,3222
5328,123,1708
5329,114,1583
5330,113,1569
5331,118,1638
5332,111,1541
5333,111,1541
5334,106,1472
5335,132,1833
5336,111,1541
5337,107,1486
5338,115,1597
5339,107,1486
5340,87,1208
5341,51,708
