n_total,27107
n_saved_reported,8192
timclk,72000000
etr_count,27109

index,width_ticks,width_ns
1849,131,1819
1850,104,1444
1851,110,1527
1852,96,1333
1853,141,1958
1854,78,1083
1855,107,1486
1856,90,1250
1857,120,1666
1858,122,1694
1859,99,1375
1860,111,1541
1861,104,1444
1862,103,1430
1863,105,1458
1864,105,1458
1865,90,1250
1866,112,1555
1867,107,1486
1868,91,1263
1869,107,1486
1870,125,1736
1871,83,1152
1872,109,1513
1873,104,1444
1874,120,1666
1875,97,1347
1876,109,1513
1877,115,1597
1878,97,1347
1879,120,1666
1880,103,1430
1881,125,1736
1882,106,1472
1883,103,1430
1884,131,1819
1885,106,1472
1886,115,1597
1887,101,1402
1888,119,1652
1889,112,1555
1890,116,1611
1891,122,1694
1892,100,1388
1893,105,1458
1894,97,1347
1895,127,1763
1896,132,1833
1897,121,1680
1898,97,1347
1899,138,1916
1900,124,1722
1901,123,1708
1902,123,1708
1903,115,1597
1904,94,1305
1905,108,1500
1906,130,1805
1907,98,1361
1908,107,1486
1909,86,1194
1910,100,1388
1911,116,1611
1912,124,1722
1913,118,1638
1914,107,1486
1915,145,2013
1916,116,1611
1917,108,1500
1918,123,1708
1919,98,1361
1920,117,1625
1921,145,2013
1922,96,1333
1923,108,1500
1924,95,1319
1925,124,1722
1926,111,1541
1927,96,1333
1928,85,1180
1929,114,1583
1930,105,1458
1931,137,1902
1932,136,1888
1933,98,1361
1934,106,1472
1935,122,1694
1936,92,1277
1937,98,1361
1938,98,1361
1939,104,1444
1940,123,1708
1941,105,1458
1942,94,1305
1943,113,1569
1944,143,1986
1945,90,1250
1946,107,1486
1947,132,1833
1948,107,1486
1949,72,1000
1950,95,1319
1951,100,1388
1952,116,1611
1953,100,1388
1954,107,1486
1955,120,1666
1956,146,2027
1957,129,1791
1958,119,1652
1959,135,1875
1960,89,1236
1961,121,1680
1962,127,1763
1963,110,1527
1964,136,1888
1965,122,1694
1966,97,1347
1967,100,1388
1968,129,1791
1969,102,1416
1970,111,1541
1971,92,1277
1972,132,1833
1973,111,1541
1974,108,1500
1975,68,944
1976,140,1944
1977,134,1861
1978,117,1625
1979,125,1736
1980,108,1500
1981,102,1416
1982,120,1666
1983,112,1555
1984,82,1138
1985,99,1375
1986,123,1708
1987,99,1375
1988,112,1555
1989,118,1638
1990,99,1375
1991,103,1430
1992,116,1611
1993,136,1888
1994,93,1291
1995,126,1750
1996,103,1430
1997,114,1583
1998,96,1333
1999,114,1583
2000,78,1083
2001,115,1597
2002,93,1291
2003,109,1513
2004,127,1763
2005,78,1083
2006,133,1847
2007,105,1458
2008,111,1541
2009,132,1833
2010,122,1694
2011,110,1527
2012,98,1361
2013,110,1527
2014,94,1305
2015,101,1402
2016,107,1486
2017,144,2000
2018,102,1416
2019,134,1861
2020,137,1902
2021,143,1986
2022,90,1250
2023,134,1861
2024,108,1500
2025,128,1777
2026,105,1458
2027,98,1361
2028,103,1430
2029,116,1611
2030,102,1416
2031,146,2027
2032,75,1041
2033,106,1472
2034,107,1486
2035,92,1277
2036,100,1388
2037,116,1611
2038,97,1347
2039,88,1222
2040,120,1666
2041,70,972
2042,107,1486
2043,112,1555
2044,105,1458
2045,158,2194
2046,124,1722
2047,110,1527
2048,110,1527
2049,72,1000
2050,94,1305
2051,83,1152
2052,121,1680
2053,105,1458
2054,123,1708
2055,97,1347
2056,87,1208
2057,138,1916
2058,100,1388
2059,118,1638
2060,94,1305
2061,113,1569
2062,110,1527
2063,120,1666
2064,110,1527
2065,126,1750
2066,123,1708
2067,88,1222
2068,133,1847
2069,83,1152
2070,103,1430
2071,86,1194
2072,123,1708
2073,131,1819
2074,126,1750
2075,130,1805
2076,111,1541
2077,76,1055
2078,88,1222
2079,106,1472
2080,113,1569
2081,87,1208
2082,99,1375
2083,106,1472
2084,102,1416
2085,141,1958
2086,104,1444
2087,117,1625
2088,94,1305
2089,140,1944
2090,123,1708
2091,115,1597
2092,95,1319
2093,95,1319
2094,120,1666
2095,107,1486
2096,89,1236
2097,89,1236
2098,148,2055
2099,126,1750
2100,72,1000
2101,135,1875
2102,115,1597
2103,75,1041
2104,106,1472
2105,100,1388
2106,127,1763
2107,142,1972
2108,137,1902
2109,119,1652
2110,140,1944
2111,113,1569
2112,94,1305
2113,124,1722
2114,122,1694
2115,85,1180
2116,150,2083
2117,106,1472
2118,126,1750
2119,128,1777
2120,129,1791
2121,94,1305
2122,123,1708
2123,125,1736
2124,104,1444
2125,87,1208
2126,87,1208
2127,139,1930
2128,102,1416
2129,73,1013
2130,107,1486
2131,121,1680
2132,119,1652
2133,119,1652
2134,125,1736
2135,104,1444
2136,90,1250
2137,101,1402
2138,121,1680
2139,108,1500
2140,95,1319
2141,107,1486
2142,90,1250
2143,113,1569
2144,107,1486
2145,88,1222
2146,91,1263
2147,117,1625
2148,111,1541
2149,146,2027
2150,95,1319
2151,133,1847
2152,84,1166
2153,86,1194
2154,92,1277
2155,122,1694
2156,123,1708
2157,120,1666
2158,129,1791
2159,138,1916
2160,127,1763
2161,81,1125
2162,102,1416
2163,124,1722
2164,76,1055
2165,106,1472
2166,100,1388
2167,96,1333
2168,92,1277
2169,141,1958
2170,90,1250
2171,84,1166
2172,129,1791
2173,113,1569
2174,87,1208
2175,95,1319
2176,134,1861
2177,74,1027
2178,107,1486
2179,112,1555
2180,104,1444
2181,91,1263
2182,96,1333
2183,123,1708
2184,134,1861
2185,128,1777
2186,166,2305
2187,137,1902
2188,106,1472
2189,149,2069
2190,94,1305
2191,96,1333
2192,113,1569
2193,118,1638
2194,126,1750
2195,110,1527
2196,126,1750
2197,112,1555
2198,102,1416
2199,113,1569
2200,109,1513
2201,105,1458
2202,124,1722
2203,137,1902
2204,87,1208
2205,110,1527
2206,124,1722
2207,130,1805
2208,123,1708
2209,125,1736
2210,115,1597
2211,116,1611
2212,134,1861
2213,129,1791
2214,101,1402
2215,63,875
2216,127,1763
2217,111,1541
2218,113,1569
2219,128,1777
2220,120,1666
2221,107,1486
2222,102,1416
2223,123,1708
2224,126,1750
2225,138,1916
2226,95,1319
2227,93,1291
2228,104,1444
2229,109,1513
2230,131,1819
2231,129,1791
2232,115,1597
2233,119,1652
2234,126,1750
2235,119,1652
2236,110,1527
2237,126,1750
2238,101,1402
2239,134,1861
2240,101,1402
2241,104,1444
2242,86,1194
2243,108,1500
2244,162,2250
2245,135,1875
2246,87,1208
2247,86,1194
2248,112,1555
2249,134,1861
2250,128,1777
2251,102,1416
2252,96,1333
2253,124,1722
2254,113,1569
2255,116,1611
2256,117,1625
2257,52,722
2258,97,1347
2259,90,1250
2260,121,1680
2261,103,1430
2262,102,1416
2263,134,1861
2264,115,1597
2265,121,1680
2266,129,1791
2267,100,1388
2268,96,1333
2269,101,1402
2270,134,1861
2271,105,1458
2272,106,1472
2273,130,1805
2274,108,1500
2275,110,1527
2276,90,1250
2277,107,1486
2278,99,1375
2279,105,1458
2280,115,1597
2281,101,1402
2282,100,1388
2283,86,1194
2284,107,1486
2285,138,1916
2286,148,2055
2287,111,1541
2288,94,1305
2289,100,1388
2290,97,1347
2291,74,1027
2292,117,1625
2293,90,1250
2294,127,1763
2295,93,1291
2296,141,1958
2297,111,1541
2298,80,1111
2299,114,1583
2300,131,1819
2301,102,1416
2302,104,1444
2303,113,1569
2304,210,2916
2305,130,1805
2306,102,1416
2307,150,2083
2308,101,1402
2309,97,1347
2310,85,1180
2311,128,1777
2312,127,1763
2313,89,1236
2314,124,1722
2315,74,1027
2316,139,1930
2317,99,1375
2318,95,1319
2319,51,708
2320,155,2152
2321,152,2111
2322,107,1486
2323,120,1666
2324,115,1597
2325,100,1388
2326,95,1319
2327,109,1513
2328,98,1361
2329,105,1458
2330,124,1722
2331,61,847
2332,124,1722
2333,101,1402
2334,111,1541
2335,148,2055
2336,133,1847
2337,129,1791
2338,115,1597
2339,83,1152
2340,115,1597
2341,123,1708
2342,140,1944
2343,101,1402
2344,98,1361
2345,88,1222
2346,115,1597
2347,94,1305
2348,87,1208
2349,110,1527
2350,128,1777
2351,106,1472
2352,85,1180
2353,134,1861
2354,82,1138
2355,116,1611
2356,87,1208
2357,123,1708
2358,94,1305
2359,94,1305
2360,100,1388
2361,127,1763
2362,108,1500
2363,98,1361
2364,92,1277
2365,103,1430
2366,109,1513
2367,109,1513
2368,96,1333
2369,90,1250
2370,118,1638
2371,68,944
2372,101,1402
2373,121,1680
2374,134,1861
2375,98,1361
2376,129,1791
2377,78,1083
2378,115,1597
2379,112,1555
2380,113,1569
2381,92,1277
2382,102,1416
2383,123,1708
2384,89,1236
2385,131,1819
2386,95,1319
2387,107,1486
2388,122,1694
2389,98,1361
2390,159,2208
2391,107,1486
2392,120,1666
2393,102,1416
2394,99,1375
2395,150,2083
2396,110,1527
2397,138,1916
2398,105,1458
2399,110,1527
2400,104,1444
2401,111,1541
2402,142,1972
2403,109,1513
2404,90,1250
2405,123,1708
2406,104,1444
2407,88,1222
2408,130,1805
2409,90,1250
2410,158,2194
2411,126,1750
2412,124,1722
2413,116,1611
2414,86,1194
2415,133,1847
2416,121,1680
2417,107,1486
2418,126,1750
2419,137,1902
2420,96,1333
2421,95,1319
2422,99,1375
2423,87,1208
2424,109,1513
2425,117,1625
2426,112,1555
2427,124,1722
2428,116,1611
2429,97,1347
2430,111,1541
2431,104,1444
2432,133,1847
2433,114,1583
2434,97,1347
2435,115,1597
2436,116,1611
2437,140,1944
2438,92,1277
2439,87,1208
2440,91,1263
2441,92,1277
2442,113,1569
2443,86,1194
2444,112,1555
2445,114,1583
2446,123,1708
2447,127,1763
2448,116,1611
2449,111,1541
2450,71,986
2451,108,1500
2452,109,1513
2453,116,1611
2454,128,1777
2455,138,1916
2456,86,1194
2457,109,1513
2458,113,1569
2459,86,1194
2460,113,1569
2461,107,1486
2462,110,1527
2463,105,1458
2464,134,1861
2465,114,1583
2466,116,1611
2467,134,1861
2468,107,1486
2469,105,1458
2470,107,1486
2471,103,1430
2472,132,1833
2473,171,2375
2474,95,1319
2475,137,1902
2476,108,1500
2477,130,1805
2478,103,1430
2479,137,1902
2480,148,2055
2481,101,1402
2482,114,1583
2483,119,1652
2484,90,1250
2485,85,1180
2486,107,1486
2487,93,1291
2488,103,1430
2489,115,1597
2490,98,1361
2491,95,1319
2492,124,1722
2493,120,1666
2494,118,1638
2495,91,1263
2496,132,1833
2497,103,1430
2498,132,1833
2499,105,1458
2500,102,1416
2501,105,1458
2502,124,1722
2503,118,1638
2504,127,1763
2505,94,1305
2506,120,1666
2507,113,1569
2508,122,1694
2509,106,1472
2510,136,1888
2511,119,1652
2512,115,1597
2513,122,1694
2514,121,1680
2515,107,1486
2516,114,1583
2517,105,1458
2518,108,1500
2519,112,1555
2520,88,1222
2521,111,1541
2522,127,1763
2523,123,1708
2524,144,2000
2525,120,1666
2526,83,1152
2527,106,1472
2528,103,1430
2529,118,1638
2530,104,1444
2531,115,1597
2532,140,1944
2533,106,1472
2534,136,1888
2535,130,1805
2536,114,1583
2537,109,1513
2538,95,1319
2539,120,1666
2540,112,1555
2541,101,1402
2542,161,2236
2543,135,1875
2544,99,1375
2545,96,1333
2546,91,1263
2547,108,1500
2548,123,1708
2549,83,1152
2550,99,1375
2551,143,1986
2552,123,1708
2553,113,1569
2554,87,1208
2555,122,1694
2556,129,1791
2557,124,1722
2558,117,1625
2559,113,1569
2560,119,1652
2561,116,1611
2562,127,1763
2563,104,1444
2564,91,1263
2565,114,1583
2566,108,1500
2567,104,1444
2568,100,1388
2569,122,1694
2570,104,1444
2571,67,930
2572,109,1513
2573,96,1333
2574,136,1888
2575,104,1444
2576,118,1638
2577,123,1708
2578,102,1416
2579,99,1375
2580,113,1569
2581,106,1472
2582,97,1347
2583,122,1694
2584,112,1555
2585,75,1041
2586,134,1861
2587,104,1444
2588,111,1541
2589,141,1958
2590,75,1041
2591,144,2000
2592,106,1472
2593,117,1625
2594,130,1805
2595,111,1541
2596,87,1208
2597,74,1027
2598,105,1458
2599,108,1500
2600,130,1805
2601,110,1527
2602,102,1416
2603,170,2361
2604,105,1458
2605,101,1402
2606,121,1680
2607,110,1527
2608,89,1236
2609,75,1041
2610,109,1513
2611,112,1555
2612,111,1541
2613,112,1555
2614,128,1777
2615,103,1430
2616,98,1361
2617,121,1680
2618,159,2208
2619,78,1083
2620,87,1208
2621,89,1236
2622,116,1611
2623,114,1583
2624,115,1597
2625,109,1513
2626,125,1736
2627,107,1486
2628,80,1111
2629,115,1597
2630,111,1541
2631,91,1263
2632,77,1069
2633,84,1166
2634,112,1555
2635,129,1791
2636,99,1375
2637,118,1638
2638,132,1833
2639,95,1319
2640,87,1208
2641,97,1347
2642,98,1361
2643,96,1333
2644,93,1291
2645,115,1597
2646,104,1444
2647,123,1708
2648,117,1625
2649,125,1736
2650,111,1541
2651,120,1666
2652,103,1430
2653,79,1097
2654,107,1486
2655,124,1722
2656,112,1555
2657,95,1319
2658,149,2069
2659,89,1236
2660,124,1722
2661,90,1250
2662,113,1569
2663,84,1166
2664,91,1263
2665,92,1277
2666,117,1625
2667,101,1402
2668,92,1277
2669,111,1541
2670,110,1527
2671,135,1875
2672,119,1652
2673,113,1569
2674,109,1513
2675,148,2055
2676,116,1611
2677,88,1222
2678,121,1680
2679,123,1708
2680,117,1625
2681,94,1305
2682,81,1125
2683,131,1819
2684,80,1111
2685,113,1569
2686,78,1083
2687,124,1722
2688,113,1569
2689,80,1111
2690,94,1305
2691,111,1541
2692,91,1263
2693,129,1791
2694,123,1708
2695,115,1597
2696,68,944
2697,114,1583
2698,118,1638
2699,104,1444
2700,131,1819
2701,126,1750
2702,104,1444
2703,131,1819
2704,104,1444
2705,104,1444
2706,116,1611
2707,126,1750
2708,74,1027
2709,93,1291
2710,98,1361
2711,115,1597
2712,103,1430
2713,106,1472
2714,126,1750
2715,126,1750
2716,101,1402
2717,140,1944
2718,128,1777
2719,126,1750
2720,94,1305
2721,130,1805
2722,126,1750
2723,112,1555
2724,129,1791
2725,121,1680
2726,94,1305
2727,120,1666
2728,130,1805
2729,108,1500
2730,100,1388
2731,113,1569
2732,91,1263
2733,116,1611
2734,105,1458
2735,115,1597
2736,117,1625
2737,102,1416
2738,41,569
2739,82,1138
2740,60,833
2741,125,1736
2742,93,1291
2743,51,708
2744,116,1611
2745,96,1333
2746,115,1597
2747,106,1472
2748,99,1375
2749,93,1291
2750,122,1694
2751,93,1291
2752,91,1263
2753,91,1263
2754,98,1361
2755,218,3027
2756,114,1583
2757,97,1347
2758,94,1305
2759,176,2444
2760,103,1430
2761,135,1875
2762,106,1472
2763,118,1638
2764,94,1305
2765,86,1194
2766,144,2000
2767,109,1513
2768,144,2000
2769,79,1097
2770,105,1458
2771,118,1638
2772,99,1375
2773,95,1319
2774,115,1597
2775,98,1361
2776,138,1916
2777,110,1527
2778,118,1638
2779,100,1388
2780,83,1152
2781,100,1388
2782,125,1736
2783,110,1527
2784,120,1666
2785,92,1277
2786,95,1319
2787,90,1250
2788,125,1736
2789,79,1097
2790,102,1416
2791,118,1638
2792,101,1402
2793,119,1652
2794,75,1041
2795,152,2111
2796,126,1750
2797,103,1430
2798,116,1611
2799,118,1638
2800,98,1361
2801,76,1055
2802,116,1611
2803,118,1638
2804,114,1583
2805,83,1152
2806,112,1555
2807,102,1416
2808,88,1222
2809,65,902
2810,79,1097
2811,116,1611
2812,95,1319
2813,98,1361
2814,100,1388
2815,101,1402
2816,131,1819
2817,129,1791
2818,101,1402
2819,146,2027
2820,88,1222
2821,114,1583
2822,103,1430
2823,131,1819
2824,97,1347
2825,122,1694
2826,143,1986
2827,125,1736
2828,107,1486
2829,79,1097
2830,115,1597
2831,85,1180
2832,78,1083
2833,124,1722
2834,137,1902
2835,114,1583
2836,151,2097
2837,119,1652
2838,95,1319
2839,137,1902
2840,107,1486
2841,125,1736
2842,119,1652
2843,109,1513
2844,121,1680
2845,83,1152
2846,110,1527
2847,105,1458
2848,129,1791
2849,106,1472
2850,133,1847
2851,116,1611
2852,80,1111
2853,133,1847
2854,110,1527
2855,86,1194
2856,82,1138
2857,99,1375
2858,159,2208
2859,119,1652
2860,105,1458
2861,113,1569
2862,109,1513
2863,95,1319
2864,120,1666
2865,119,1652
2866,141,1958
2867,131,1819
2868,90,1250
2869,106,1472
2870,59,819
2871,124,1722
2872,89,1236
2873,98,1361
2874,113,1569
2875,128,1777
2876,99,1375
2877,111,1541
2878,106,1472
2879,149,2069
2880,104,1444
2881,119,1652
2882,107,1486
2883,134,1861
2884,112,1555
2885,131,1819
2886,129,1791
2887,140,1944
2888,100,1388
2889,108,1500
2890,117,1625
2891,126,1750
2892,105,1458
2893,114,1583
2894,158,2194
2895,98,1361
2896,121,1680
2897,136,1888
2898,71,986
2899,117,1625
2900,92,1277
2901,98,1361
2902,74,1027
2903,142,1972
2904,115,1597
2905,106,1472
2906,134,1861
2907,116,1611
2908,92,1277
2909,120,1666
2910,97,1347
2911,141,1958
2912,144,2000
2913,111,1541
2914,126,1750
2915,130,1805
2916,86,1194
2917,105,1458
2918,97,1347
2919,103,1430
2920,137,1902
2921,103,1430
2922,131,1819
2923,133,1847
2924,103,1430
2925,103,1430
2926,78,1083
2927,144,2000
2928,127,1763
2929,110,1527
2930,110,1527
2931,90,1250
2932,107,1486
2933,47,652
2934,90,1250
2935,110,1527
2936,126,1750
2937,94,1305
2938,131,1819
2939,117,1625
2940,106,1472
2941,103,1430
2942,97,1347
2943,100,1388
2944,92,1277
2945,107,1486
2946,118,1638
2947,123,1708
2948,83,1152
2949,113,1569
2950,114,1583
2951,112,1555
2952,119,1652
2953,113,1569
2954,128,1777
2955,98,1361
2956,118,1638
2957,117,1625
2958,115,1597
2959,123,1708
2960,124,1722
2961,87,1208
2962,116,1611
2963,155,2152
2964,80,1111
2965,115,1597
2966,105,1458
2967,76,1055
2968,62,861
2969,82,1138
2970,128,1777
2971,141,1958
2972,105,1458
2973,122,1694
2974,104,1444
2975,123,1708
2976,92,1277
2977,108,1500
2978,89,1236
2979,112,1555
2980,106,1472
2981,104,1444
2982,91,1263
2983,108,1500
2984,79,1097
2985,103,1430
2986,129,1791
2987,112,1555
2988,117,1625
2989,147,2041
2990,124,1722
2991,94,1305
2992,130,1805
2993,110,1527
2994,97,1347
2995,95,1319
2996,115,1597
2997,121,1680
2998,102,1416
2999,125,1736
3000,96,1333
3001,126,1750
3002,114,1583
3003,91,1263
3004,94,1305
3005,122,1694
3006,133,1847
3007,113,1569
3008,87,1208
3009,146,2027
3010,101,1402
3011,114,1583
3012,134,1861
3013,131,1819
3014,118,1638
3015,98,1361
3016,119,1652
3017,103,1430
3018,107,1486
3019,94,1305
3020,109,1513
3021,100,1388
3022,118,1638
3023,100,1388
3024,143,1986
3025,133,1847
3026,100,1388
3027,96,1333
3028,113,1569
3029,131,1819
3030,108,1500
3031,135,1875
3032,118,1638
3033,120,1666
3034,136,1888
3035,115,1597
3036,98,1361
3037,105,1458
3038,115,1597
3039,115,1597
3040,120,1666
3041,98,1361
3042,94,1305
3043,114,1583
3044,114,1583
3045,81,1125
3046,82,1138
3047,141,1958
3048,105,1458
3049,77,1069
3050,74,1027
3051,118,1638
3052,119,1652
3053,113,1569
3054,108,1500
3055,124,1722
3056,88,1222
3057,95,1319
3058,102,1416
3059,120,1666
3060,72,1000
3061,139,1930
3062,113,1569
3063,76,1055
3064,92,1277
3065,98,1361
3066,98,1361
3067,114,1583
3068,82,1138
3069,79,1097
3070,112,1555
3071,104,1444
3072,101,1402
3073,122,1694
3074,69,958
3075,127,1763
3076,126,1750
3077,112,1555
3078,164,2277
3079,111,1541
3080,98,1361
3081,139,1930
3082,118,1638
3083,145,2013
3084,110,1527
3085,87,1208
3086,100,1388
3087,75,1041
3088,104,1444
3089,131,1819
3090,138,1916
3091,119,1652
3092,113,1569
3093,95,1319
3094,130,1805
3095,135,1875
3096,87,1208
3097,112,1555
3098,112,1555
3099,119,1652
3100,126,1750
3101,129,1791
3102,148,2055
3103,109,1513
3104,97,1347
3105,89,1236
3106,110,1527
3107,148,2055
3108,110,1527
3109,117,1625
3110,100,1388
3111,99,1375
3112,95,1319
3113,111,1541
3114,78,1083
3115,113,1569
3116,108,1500
3117,66,916
3118,92,1277
3119,90,1250
3120,136,1888
3121,130,1805
3122,94,1305
3123,125,1736
3124,94,1305
3125,111,1541
3126,73,1013
3127,88,1222
3128,136,1888
3129,136,1888
3130,124,1722
3131,134,1861
3132,103,1430
3133,120,1666
3134,64,888
3135,118,1638
3136,103,1430
3137,91,1263
3138,135,1875
3139,106,1472
3140,107,1486
3141,118,1638
3142,83,1152
3143,117,1625
3144,106,1472
3145,122,1694
3146,95,1319
3147,92,1277
3148,120,1666
3149,123,1708
3150,104,1444
3151,118,1638
3152,120,1666
3153,101,1402
3154,117,1625
3155,124,1722
3156,108,1500
3157,96,1333
3158,86,1194
3159,125,1736
3160,103,1430
3161,119,1652
3162,119,1652
3163,123,1708
3164,94,1305
3165,85,1180
3166,119,1652
3167,103,1430
3168,113,1569
3169,103,1430
3170,98,1361
3171,118,1638
3172,95,1319
3173,105,1458
3174,100,1388
3175,105,1458
3176,94,1305
3177,92,1277
3178,112,1555
3179,123,1708
3180,123,1708
3181,110,1527
3182,100,1388
3183,93,1291
3184,91,1263
3185,124,1722
3186,80,1111
3187,117,1625
3188,116,1611
3189,144,2000
3190,98,1361
3191,99,1375
3192,82,1138
3193,122,1694
3194,108,1500
3195,111,1541
3196,137,1902
3197,111,1541
3198,94,1305
3199,137,1902
3200,92,1277
3201,87,1208
3202,98,1361
3203,136,1888
3204,120,1666
3205,111,1541
3206,106,1472
3207,113,1569
3208,147,2041
3209,100,1388
3210,103,1430
3211,111,1541
3212,76,1055
3213,132,1833
3214,106,1472
3215,122,1694
3216,112,1555
3217,86,1194
3218,105,1458
3219,107,1486
3220,101,1402
3221,101,1402
3222,108,1500
3223,110,1527
3224,127,1763
3225,103,1430
3226,97,1347
3227,110,1527
3228,93,1291
3229,99,1375
3230,120,1666
3231,132,1833
3232,128,1777
3233,92,1277
3234,120,1666
3235,85,1180
3236,125,1736
3237,123,1708
3238,153,2125
3239,91,1263
3240,111,1541
3241,86,1194
3242,143,1986
3243,106,1472
3244,103,1430
3245,120,1666
3246,108,1500
3247,112,1555
3248,105,1458
3249,88,1222
3250,85,1180
3251,88,1222
3252,138,1916
3253,108,1500
3254,108,1500
3255,100,1388
3256,144,2000
3257,118,1638
3258,123,1708
3259,103,1430
3260,78,1083
3261,107,1486
3262,133,1847
3263,100,1388
3264,86,1194
3265,106,1472
3266,97,1347
3267,112,1555
3268,135,1875
3269,135,1875
3270,98,1361
3271,106,1472
3272,106,1472
3273,137,1902
3274,129,1791
3275,90,1250
3276,117,1625
3277,114,1583
3278,129,1791
3279,118,1638
3280,91,1263
3281,80,1111
3282,105,1458
3283,87,1208
3284,101,1402
3285,123,1708
3286,149,2069
3287,96,1333
3288,88,1222
3289,110,1527
3290,120,1666
3291,133,1847
3292,100,1388
3293,126,1750
3294,130,1805
3295,112,1555
3296,110,1527
3297,98,1361
3298,95,1319
3299,92,1277
3300,129,1791
3301,89,1236
3302,87,1208
3303,121,1680
3304,118,1638
3305,145,2013
3306,105,1458
3307,132,1833
3308,132,1833
3309,140,1944
3310,102,1416
3311,100,1388
3312,129,1791
3313,80,1111
3314,119,1652
3315,128,1777
3316,106,1472
3317,111,1541
3318,104,1444
3319,93,1291
3320,108,1500
3321,112,1555
3322,95,1319
3323,104,1444
3324,114,1583
3325,107,1486
3326,109,1513
3327,124,1722
3328,113,1569
3329,108,1500
3330,103,1430
3331,103,1430
3332,105,1458
3333,109,1513
3334,143,1986
3335,97,1347
3336,135,1875
3337,105,1458
3338,92,1277
3339,132,1833
3340,95,1319
3341,102,1416
3342,96,1333
3343,126,1750
3344,109,1513
3345,127,1763
3346,121,1680
3347,125,1736
3348,106,1472
3349,126,1750
3350,113,1569
3351,120,1666
3352,83,1152
3353,128,1777
3354,86,1194
3355,77,1069
3356,97,1347
3357,127,1763
3358,117,1625
3359,95,1319
3360,78,1083
3361,93,1291
3362,85,1180
3363,137,1902
3364,114,1583
3365,90,1250
3366,113,1569
3367,133,1847
3368,141,1958
3369,112,1555
3370,72,1000
3371,106,1472
3372,105,1458
3373,89,1236
3374,95,1319
3375,131,1819
3376,77,1069
3377,110,1527
3378,93,1291
3379,104,1444
3380,106,1472
3381,101,1402
3382,127,1763
3383,129,1791
3384,127,1763
3385,117,1625
3386,177,2458
3387,115,1597
3388,85,1180
3389,124,1722
3390,141,1958
3391,128,1777
3392,118,1638
3393,137,1902
3394,110,1527
3395,105,1458
3396,91,1263
3397,85,1180
3398,73,1013
3399,115,1597
3400,97,1347
3401,115,1597
3402,102,1416
3403,86,1194
3404,108,1500
3405,112,1555
3406,110,1527
3407,123,1708
3408,99,1375
3409,113,1569
3410,136,1888
3411,112,1555
3412,130,1805
3413,138,1916
3414,121,1680
3415,123,1708
3416,86,1194
3417,101,1402
3418,106,1472
3419,98,1361
3420,112,1555
3421,70,972
3422,107,1486
3423,118,1638
3424,99,1375
3425,105,1458
3426,106,1472
3427,109,1513
3428,100,1388
3429,105,1458
3430,106,1472
3431,125,1736
3432,113,1569
3433,133,1847
3434,137,1902
3435,128,1777
3436,111,1541
3437,114,1583
3438,115,1597
3439,127,1763
3440,129,1791
3441,109,1513
3442,98,1361
3443,102,1416
3444,114,1583
3445,110,1527
3446,93,1291
3447,99,1375
3448,111,1541
3449,153,2125
3450,97,1347
3451,117,1625
3452,138,1916
3453,111,1541
3454,84,1166
3455,126,1750
3456,105,1458
3457,127,1763
3458,84,1166
3459,96,1333
3460,96,1333
3461,122,1694
3462,95,1319
3463,116,1611
3464,72,1000
3465,118,1638
3466,107,1486
3467,111,1541
3468,104,1444
3469,77,1069
3470,117,1625
3471,175,2430
3472,85,1180
3473,117,1625
3474,106,1472
3475,87,1208
3476,89,1236
3477,105,1458
3478,103,1430
3479,122,1694
3480,109,1513
3481,113,1569
3482,131,1819
3483,118,1638
3484,103,1430
3485,102,1416
3486,107,1486
3487,130,1805
3488,103,1430
3489,104,1444
3490,100,1388
3491,141,1958
3492,114,1583
3493,120,1666
3494,119,1652
3495,140,1944
3496,95,1319
3497,97,1347
3498,129,1791
3499,104,1444
3500,112,1555
3501,112,1555
3502,102,1416
3503,126,1750
3504,108,1500
3505,132,1833
3506,92,1277
3507,110,1527
3508,59,819
3509,89,1236
3510,75,1041
3511,121,1680
3512,112,1555
3513,132,1833
3514,100,1388
3515,128,1777
3516,81,1125
3517,93,1291
3518,113,1569
3519,82,1138
3520,94,1305
3521,98,1361
3522,113,1569
3523,102,1416
3524,88,1222
3525,93,1291
3526,115,1597
3527,78,1083
3528,100,1388
3529,107,1486
3530,100,1388
3531,76,1055
3532,158,2194
3533,127,1763
3534,77,1069
3535,141,1958
3536,99,1375
3537,109,1513
3538,86,1194
3539,119,1652
3540,121,1680
3541,106,1472
3542,141,1958
3543,104,1444
3544,100,1388
3545,103,1430
3546,118,1638
3547,98,1361
3548,107,1486
3549,140,1944
3550,88,1222
3551,119,1652
3552,96,1333
3553,101,1402
3554,103,1430
3555,114,1583
3556,93,1291
3557,109,1513
3558,90,1250
3559,141,1958
3560,107,1486
3561,97,1347
3562,119,1652
3563,112,1555
3564,93,1291
3565,100,1388
3566,98,1361
3567,109,1513
3568,105,1458
3569,132,1833
3570,79,1097
3571,115,1597
3572,111,1541
3573,112,1555
3574,114,1583
3575,138,1916
3576,102,1416
3577,101,1402
3578,91,1263
3579,123,1708
3580,122,1694
3581,116,1611
3582,103,1430
3583,119,1652
3584,130,1805
3585,99,1375
3586,116,1611
3587,89,1236
3588,109,1513
3589,110,1527
3590,108,1500
3591,110,1527
3592,120,1666
3593,103,1430
3594,113,1569
3595,96,1333
