cycle_summary
cycle,duration_s,etr_count,tim2_n_total,n_saved_reported,n_parsed,buf_overwritten
45,53,93,1291
46,0,115,1597
46,1,75,1041
46,2,127,1763
46,3,122,1694
46,4,132,1833
46,5,126,1750
46,6,126,1750
46,7,79,1097
46,8,129,1791
46,9,97,1347
46,10,127,1763
46,11,132,1833
46,12,75,1041
46,13,91,1263
46,14,108,1500
46,15,104,1444
46,16,146,2027
46,17,132,1833
46,18,104,1444
46,19,108,1500
46,20,99,1375
46,21,139,1930
46,22,93,1291
46,23,122,1694
46,24,90,1250
46,25,104,1444
46,26,132,1833
46,27,118,1638
46,28,101,1402
46,29,113,1569
46,30,99,1375
46,31,98,1361
46,32,124,1722
46,33,90,1250
46,34,90,1250
46,35,97,1347
46,36,117,1625
46,37,102,1416
46,38,118,1638
46,39,130,1805
46,40,119,1652
46,41,114,1583
46,42,127,1763
46,43,102,1416
46,44,126,1750
46,45,114,1583
46,46,102,1416
47,0,97,1347
47,1,111,1541
47,2,114,1583
47,3,115,1597
47,4,115,1597
47,5,97,1347
47,6,126,1750
47,7,102,1416
47,8,130,1805
47,9,124,1722
47,10,80,1111
47,11,153,2125
47,12,104,1444
47,13,96,1333
47,14,123,1708
47,15,99,1375
47,16,108,1500
47,17,93,1291
47,18,120,1666
47,19,114,1583
47,20,118,1638
47,21,123,1708
47,22,105,1458
47,23,108,1500
47,24,132,1833
47,25,112,1555
47,26,101,1402
47,27,112,1555
47,28,122,1694
47,29,100,1388
47,30,132,1833
47,31,126,1750
47,32,140,1944
47,33,120,1666
47,34,106,1472
47,35,109,1513
47,36,90,1250
47,37,123,1708
47,38,110,1527
47,39,120,1666
47,40,126,1750
47,41,131,1819
47,42,117,1625
47,43,123,1708
47,44,106,1472
47,45,78,1083
47,46,147,2041
47,47,109,1513
47,48,112,1555
47,49,93,1291
47,50,114,1583
47,51,134,1861
47,52,91,1263
47,53,126,1750
47,54,119,1652
48,0,104,1444
48,1,107,1486
48,2,111,1541
48,3,109,1513
48,4,109,1513
48,5,64,888
48,6,121,1680
48,7,89,1236
48,8,143,1986
48,9,111,1541
48,10,129,1791
48,11,94,1305
48,12,134,1861
48,13,109,1513
48,14,127,1763
48,15,116,1611
48,16,86,1194
48,17,120,1666
48,18,105,1458
48,19,140,1944
48,20,95,1319
48,21,91,1263
48,22,203,2819
48,23,110,1527
48,24,103,1430
48,25,116,1611
48,26,66,916
48,27,84,1166
48,28,143,1986
48,29,92,1277
48,30,90,1250
48,31,106,1472
48,32,126,1750
48,33,113,1569
48,34,109,1513
48,35,118,1638
48,36,66,916
48,37,136,1888
48,38,75,1041
48,39,118,1638
48,40,128,1777
48,41,108,1500
48,42,133,1847
48,43,125,1736
48,44,126,1750
48,45,122,1694
49,0,115,1597
49,1,89,1236
49,2,131,1819
49,3,134,1861
49,4,129,1791
49,5,117,1625
49,6,112,1555
49,7,122,1694
49,8,82,1138
49,9,86,1194
49,10,150,2083
49,11,176,2444
49,12,111,1541
49,13,121,1680
49,14,110,1527
49,15,129,1791
49,16,94,1305
49,17,85,1180
49,18,69,958
49,19,116,1611
49,20,113,1569
49,21,124,1722
49,22,101,1402
49,23,107,1486
49,24,113,1569
49,25,118,1638
49,26,112,1555
49,27,129,1791
49,28,100,1388
49,29,120,1666
49,30,106,1472
49,31,116,1611
49,32,118,1638
49,33,151,2097
49,34,117,1625
49,35,124,1722
49,36,97,1347
49,37,88,1222
49,38,189,2625
49,39,73,1013
49,40,103,1430
49,41,102,1416
49,42,93,1291
49,43,120,1666
49,44,115,1597
49,45,120,1666
49,46,133,1847
49,47,132,1833
49,48,111,1541
49,49,111,1541
49,50,113,1569
49,51,105,1458
50,0,103,1430
50,1,105,1458
50,2,115,1597
50,3,153,2125
50,4,110,1527
50,5,117,1625
50,6,117,1625
50,7,115,1597
50,8,95,1319
50,9,105,1458
50,10,91,1263
50,11,106,1472
50,12,132,1833
50,13,116,1611
50,14,127,1763
50,15,88,1222
50,16,97,1347
50,17,113,1569
50,18,94,1305
50,19,90,1250
50,20,89,1236
50,21,54,750
50,22,131,1819
50,23,101,1402
50,24,138,1916
50,25,114,1583
50,26,106,1472
50,27,150,2083
50,28,85,1180
50,29,107,1486
50,30,122,1694
50,31,105,1458
50,32,104,1444
50,33,177,2458
50,34,100,1388
50,35,99,1375
50,36,111,1541
50,37,121,1680
50,38,125,1736
50,39,137,1902
50,40,108,1500
50,41,109,1513
50,42,87,1208
50,43,128,1777
51,0,115,1597
51,1,92,1277
51,2,88,1222
51,3,109,1513
51,4,120,1666
51,5,89,1236
51,6,119,1652
51,7,115,1597
51,8,130,1805
51,9,107,1486
51,10,130,1805
51,11,105,1458
51,12,138,1916
51,13,90,1250
51,14,128,1777
51,15,110,1527
51,16,107,1486
51,17,109,1513
51,18,107,1486
51,19,85,1180
51,20,88,1222
51,21,94,1305
51,22,137,1902
51,23,108,1500
51,24,133,1847
51,25,109,1513
51,26,100,1388
51,27,128,1777
51,28,104,1444
51,29,103,1430
51,30,131,1819
51,31,132,1833
51,32,95,1319
51,33,94,1305
51,34,112,1555
51,35,100,1388
51,36,97,1347
51,37,114,1583
51,38,85,1180
51,39,97,1347
51,40,92,1277
51,41,109,1513
51,42,115,1597
51,43,105,1458
51,44,145,2013
51,45,111,1541
51,46,107,1486
51,47,122,1694
51,48,137,1902
51,49,112,1555
52,0,139,1930
52,1,110,1527
52,2,105,1458
52,3,125,1736
52,4,107,1486
52,5,120,1666
52,6,125,1736
52,7,100,1388
52,8,101,1402
52,9,115,1597
52,10,101,1402
52,11,108,1500
52,12,85,1180
52,13,106,1472
52,14,114,1583
52,15,103,1430
52,16,135,1875
52,17,110,1527
52,18,104,1444
52,19,112,1555
52,20,123,1708
52,21,116,1611
52,22,106,1472
52,23,147,2041
52,24,111,1541
52,25,128,1777
52,26,103,1430
52,27,96,1333
52,28,114,1583
52,29,94,1305
52,30,91,1263
52,31,98,1361
52,32,112,1555
52,33,135,1875
52,34,125,1736
52,35,89,1236
52,36,63,875
52,37,100,1388
52,38,90,1250
52,39,115,1597
52,40,114,1583
52,41,110,1527
52,42,113,1569
52,43,109,1513
52,44,143,1986
52,45,115,1597
52,46,120,1666
52,47,108,1500
52,48,77,1069
52,49,102,1416
52,50,107,1486
52,51,111,1541
52,52,93,1291
52,53,91,1263
53,0,135,1875
53,1,90,1250
53,2,90,1250
53,3,96,1333
53,4,78,1083
53,5,109,1513
53,6,84,1166
53,7,92,1277
53,8,100,1388
53,9,122,1694
53,10,113,1569
53,11,81,1125
53,12,93,1291
53,13,117,1625
53,14,114,1583
53,15,95,1319
53,16,98,1361
53,17,101,1402
53,18,103,1430
53,19,126,1750
53,20,104,1444
53,21,114,1583
53,22,150,2083
53,23,110,1527
53,24,117,1625
53,25,110,1527
53,26,78,1083
53,27,125,1736
53,28,105,1458
53,29,94,1305
53,30,114,1583
53,31,136,1888
53,32,94,1305
53,33,118,1638
53,34,87,1208
53,35,116,1611
53,36,108,1500
53,37,99,1375
53,38,100,1388
53,39,78,1083
53,40,108,1500
54,0,86,1194
54,1,103,1430
54,2,46,638
54,3,117,1625
54,4,97,1347
54,5,111,1541
54,6,111,1541
54,7,140,1944
54,8,125,1736
54,9,81,1125
54,10,120,1666
54,11,98,1361
54,12,98,1361
54,13,123,1708
54,14,127,1763
54,15,130,1805
54,16,125,1736
54,17,71,986
54,18,130,1805
54,19,110,1527
54,20,114,1583
54,21,98,1361
54,22,100,1388
54,23,108,1500
54,24,113,1569
54,25,159,2208
54,26,115,1597
54,27,105,1458
54,28,101,1402
54,29,107,1486
54,30,115,1597
54,31,99,1375
54,32,74,1027
54,33,132,1833
54,34,109,1513
54,35,101,1402
54,36,86,1194
54,37,149,2069
54,38,79,1097
54,39,117,1625
54,40,99,1375
54,41,109,1513
54,42,104,1444
54,43,82,1138
54,44,95,1319
54,45,127,1763
54,46,124,1722
54,47,99,1375
54,48,131,1819
54,49,141,1958
54,50,129,1791
54,51,120,1666
54,52,109,1513
54,53,91,1263
54,54,103,1430
55,0,98,1361
55,1,113,1569
55,2,119,1652
55,3,99,1375
55,4,111,1541
55,5,120,1666
55,6,118,1638
55,7,126,1750
55,8,98,1361
55,9,138,1916
55,10,103,1430
55,11,151,2097
55,12,82,1138
55,13,111,1541
55,14,102,1416
55,15,115,1597
55,16,117,1625
55,17,121,1680
55,18,113,1569
55,19,108,1500
55,20,91,1263
55,21,114,1583
55,22,111,1541
55,23,102,1416
55,24,102,1416
55,25,112,1555
55,26,123,1708
55,27,128,1777
55,28,95,1319
55,29,117,1625
55,30,101,1402
55,31,100,1388
55,32,118,1638
55,33,95,1319
55,34,109,1513
55,35,97,1347
55,36,88,1222
55,37,92,1277
55,38,104,1444
55,39,128,1777
55,40,93,1291
55,41,100,1388
55,42,119,1652
55,43,138,1916
55,44,102,1416
55,45,105,1458
55,46,100,1388
55,47,108,1500
55,48,86,1194
55,49,123,1708
55,50,95,1319
55,51,79,1097
55,52,124,1722
55,53,98,1361
55,54,119,1652
55,55,115,1597
55,56,120,1666
55,57,138,1916
55,58,141,1958
55,59,126,1750
55,60,120,1666
55,61,106,1472
55,62,104,1444
55,63,130,1805
55,64,110,1527
55,65,107,1486
55,66,105,1458
56,0,93,1291
56,1,105,1458
56,2,125,1736
56,3,71,986
56,4,125,1736
56,5,94,1305
56,6,143,1986
56,7,104,1444
56,8,124,1722
56,9,107,1486
56,10,122,1694
56,11,109,1513
56,12,121,1680
56,13,104,1444
56,14,102,1416
56,15,127,1763
56,16,94,1305
56,17,103,1430
56,18,93,1291
56,19,121,1680
56,20,115,1597
56,21,104,1444
56,22,112,1555
56,23,77,1069
56,24,90,1250
56,25,87,1208
56,26,92,1277
56,27,113,1569
56,28,108,1500
56,29,101,1402
56,30,116,1611
56,31,93,1291
56,32,120,1666
56,33,131,1819
56,34,97,1347
56,35,115,1597
56,36,84,1166
56,37,84,1166
56,38,125,1736
56,39,109,1513
56,40,114,1583
56,41,100,1388
56,42,81,1125
56,43,48,666
56,44,135,1875
56,45,66,916
56,46,119,1652
56,47,116,1611
56,48,87,1208
56,49,85,1180
56,50,85,1180
56,51,114,1583
56,52,121,1680
56,53,114,1583
56,54,103,1430
56,55,115,1597
56,56,107,1486
56,57,117,1625
56,58,121,1680
57,0,110,1527
57,1,122,1694
57,2,138,1916
57,3,97,1347
57,4,110,1527
57,5,100,1388
57,6,103,1430
57,7,138,1916
57,8,121,1680
57,9,101,1402
57,10,125,1736
57,11,87,1208
57,12,100,1388
57,13,118,1638
57,14,116,1611
57,15,99,1375
57,16,107,1486
57,17,124,1722
57,18,142,1972
57,19,116,1611
57,20,98,1361
57,21,110,1527
57,22,131,1819
57,23,126,1750
57,24,67,930
57,25,111,1541
57,26,107,1486
57,27,125,1736
57,28,93,1291
57,29,97,1347
57,30,98,1361
57,31,111,1541
57,32,110,1527
57,33,104,1444
57,34,119,1652
57,35,77,1069
57,36,96,1333
57,37,104,1444
57,38,135,1875
57,39,120,1666
57,40,96,1333
57,41,120,1666
57,42,119,1652
57,43,106,1472
57,44,120,1666
57,45,103,1430
57,46,113,1569
57,47,118,1638
57,48,109,1513
57,49,117,1625
57,50,75,1041
57,51,104,1444
57,52,120,1666
57,53,110,1527
57,54,95,1319
58,0,92,1277
58,1,70,972
58,2,132,1833
58,3,126,1750
58,4,106,1472
58,5,104,1444
58,6,92,1277
58,7,122,1694
58,8,139,1930
58,9,131,1819
58,10,114,1583
58,11,120,1666
58,12,133,1847
58,13,114,1583
58,14,105,1458
58,15,114,1583
58,16,110,1527
58,17,93,1291
58,18,100,1388
58,19,92,1277
58,20,93,1291
58,21,112,1555
58,22,109,1513
58,23,119,1652
58,24,128,1777
58,25,129,1791
58,26,128,1777
58,27,110,1527
58,28,102,1416
58,29,118,1638
58,30,101,1402
58,31,113,1569
58,32,120,1666
58,33,117,1625
58,34,95,1319
58,35,95,1319
58,36,105,1458
58,37,136,1888
58,38,98,1361
58,39,124,1722
58,40,102,1416
58,41,84,1166
58,42,82,1138
58,43,101,1402
59,0,73,1013
59,1,102,1416
59,2,64,888
59,3,146,2027
59,4,195,2708
59,5,108,1500
59,6,104,1444
59,7,130,1805
59,8,106,1472
59,9,87,1208
59,10,123,1708
59,11,125,1736
59,12,141,1958
59,13,119,1652
59,14,90,1250
59,15,118,1638
59,16,130,1805
59,17,105,1458
59,18,102,1416
59,19,100,1388
59,20,103,1430
59,21,89,1236
59,22,92,1277
59,23,127,1763
59,24,116,1611
59,25,106,1472
59,26,114,1583
59,27,106,1472
59,28,96,1333
59,29,140,1944
59,30,129,1791
59,31,110,1527
59,32,115,1597
59,33,109,1513
59,34,76,1055
59,35,113,1569
59,36,118,1638
59,37,125,1736
59,38,106,1472
59,39,158,2194
59,40,94,1305
59,41,111,1541
59,42,122,1694
60,0,120,1666
60,1,126,1750
60,2,118,1638
60,3,97,1347
60,4,141,1958
60,5,126,1750
60,6,97,1347
60,7,113,1569
60,8,122,1694
60,9,96,1333
60,10,104,1444
60,11,85,1180
60,12,128,1777
60,13,117,1625
60,14,115,1597
60,15,96,1333
60,16,111,1541
60,17,114,1583
60,18,116,1611
60,19,108,1500
60,20,112,1555
60,21,111,1541
60,22,85,1180
60,23,118,1638
60,24,131,1819
60,25,95,1319
60,26,73,1013
60,27,108,1500
60,28,106,1472
60,29,97,1347
60,30,110,1527
60,31,118,1638
60,32,108,1500
60,33,140,1944
60,34,65,902
60,35,115,1597
60,36,116,1611
60,37,119,1652
60,38,119,1652
60,39,123,1708
60,40,69,958
60,41,100,1388
60,42,125,1736
60,43,139,1930
60,44,122,1694
60,45,91,1263
60,46,110,1527
60,47,121,1680
60,48,88,1222
60,49,107,1486
60,50,122,1694
60,51,103,1430
60,52,111,1541
60,53,43,597
60,54,125,1736
60,55,126,1750
60,56,103,1430
60,57,107,1486
60,58,108,1500
60,59,105,1458
60,60,93,1291
60,61,101,1402
60,62,109,1513
60,63,78,1083
60,64,106,1472
60,65,86,1194
60,66,82,1138
60,67,129,1791
60,68,120,1666
60,69,105,1458
60,70,100,1388
60,71,96,1333
61,0,123,1708
61,1,103,1430
61,2,107,1486
61,3,58,805
61,4,88,1222
61,5,121,1680
61,6,127,1763
61,7,123,1708
61,8,105,1458
61,9,136,1888
61,10,92,1277
61,11,113,1569
61,12,112,1555
61,13,110,1527
61,14,80,1111
61,15,109,1513
61,16,99,1375
61,17,128,1777
61,18,118,1638
61,19,124,1722
61,20,132,1833
61,21,111,1541
61,22,119,1652
61,23,92,1277
61,24,87,1208
61,25,104,1444
61,26,86,1194
61,27,109,1513
61,28,86,1194
61,29,82,1138
61,30,115,1597
61,31,122,1694
61,32,122,1694
61,33,80,1111
61,34,111,1541
61,35,115,1597
61,36,94,1305
61,37,125,1736
61,38,113,1569
61,39,94,1305
61,40,95,1319
61,41,103,1430
61,42,126,1750
61,43,128,1777
61,44,107,1486
61,45,116,1611
61,46,104,1444
62,0,103,1430
62,1,114,1583
62,2,83,1152
62,3,163,2263
62,4,113,1569
62,5,127,1763
62,6,119,1652
62,7,139,1930
62,8,124,1722
62,9,111,1541
62,10,127,1763
62,11,139,1930
62,12,105,1458
62,13,92,1277
62,14,94,1305
62,15,131,1819
62,16,121,1680
62,17,119,1652
62,18,81,1125
62,19,113,1569
62,20,128,1777
62,21,100,1388
62,22,102,1416
62,23,77,1069
62,24,121,1680
62,25,90,1250
62,26,154,2138
62,27,111,1541
62,28,94,1305
62,29,112,1555
62,30,88,1222
62,31,111,1541
62,32,109,1513
62,33,131,1819
62,34,110,1527
62,35,99,1375
62,36,92,1277
62,37,118,1638
62,38,113,1569
62,39,125,1736
62,40,114,1583
62,41,134,1861
62,42,103,1430
62,43,108,1500
62,44,96,1333
62,45,117,1625
62,46,92,1277
62,47,104,1444
62,48,96,1333
62,49,112,1555
62,50,125,1736
62,51,107,1486
62,52,115,1597
62,53,132,1833
62,54,92,1277
62,55,105,1458
62,56,139,1930
63,0,86,1194
63,1,119,1652
63,2,113,1569
63,3,139,1930
63,4,140,1944
63,5,137,1902
63,6,114,1583
63,7,103,1430
63,8,115,1597
63,9,107,1486
63,10,150,2083
63,11,97,1347
63,12,152,2111
63,13,118,1638
63,14,122,1694
63,15,114,1583
63,16,100,1388
63,17,76,1055
63,18,167,2319
63,19,102,1416
63,20,149,2069
63,21,105,1458
63,22,108,1500
63,23,121,1680
63,24,104,1444
63,25,115,1597
63,26,115,1597
63,27,117,1625
63,28,107,1486
63,29,133,1847
63,30,118,1638
63,31,105,1458
63,32,134,1861
63,33,148,2055
63,34,115,1597
63,35,72,1000
63,36,94,1305
63,37,122,1694
63,38,99,1375
63,39,137,1902
63,40,112,1555
63,41,106,1472
63,42,146,2027
63,43,86,1194
63,44,81,1125
63,45,96,1333
63,46,102,1416
63,47,72,1000
63,48,117,1625
63,49,82,1138
63,50,106,1472
63,51,106,1472
63,52,127,1763
63,53,98,1361
63,54,106,1472
63,55,105,1458
63,56,67,930
63,57,116,1611
63,58,122,1694
63,59,116,1611
64,0,109,1513
64,1,98,1361
64,2,120,1666
64,3,179,2486
64,4,115,1597
64,5,106,1472
64,6,141,1958
64,7,99,1375
64,8,97,1347
64,9,111,1541
64,10,126,1750
64,11,134,1861
64,12,115,1597
64,13,105,1458
64,14,106,1472
64,15,94,1305
64,16,116,1611
64,17,109,1513
64,18,111,1541
64,19,113,1569
64,20,103,1430
64,21,83,1152
64,22,82,1138
64,23,98,1361
64,24,108,1500
64,25,93,1291
64,26,98,1361
64,27,122,1694
64,28,99,1375
64,29,105,1458
64,30,172,2388
64,31,63,875
64,32,113,1569
64,33,144,2000
64,34,129,1791
64,35,130,1805
64,36,122,1694
64,37,77,1069
64,38,107,1486
64,39,115,1597
64,40,114,1583
64,41,89,1236
64,42,134,1861
64,43,128,1777
64,44,88,1222
64,45,109,1513
64,46,110,1527
64,47,127,1763
64,48,126,1750
64,49,73,1013
65,0,84,1166
65,1,87,1208
65,2,90,1250
65,3,115,1597
65,4,105,1458
65,5,119,1652
65,6,101,1402
65,7,126,1750
65,8,124,1722
65,9,126,1750
65,10,118,1638
65,11,124,1722
65,12,86,1194
65,13,106,1472
65,14,98,1361
65,15,102,1416
65,16,105,1458
65,17,102,1416
65,18,119,1652
65,19,130,1805
65,20,126,1750
65,21,108,1500
65,22,126,1750
65,23,120,1666
65,24,79,1097
65,25,105,1458
65,26,106,1472
65,27,92,1277
65,28,121,1680
65,29,102,1416
65,30,110,1527
65,31,115,1597
65,32,115,1597
65,33,127,1763
65,34,98,1361
65,35,138,1916
65,36,118,1638
65,37,77,1069
65,38,105,1458
65,39,133,1847
65,40,106,1472
65,41,130,1805
65,42,58,805
65,43,99,1375
65,44,105,1458
65,45,98,1361
65,46,112,1555
65,47,82,1138
65,48,158,2194
65,49,114,1583
65,50,109,1513
65,51,151,2097
65,52,125,1736
65,53,122,1694
65,54,110,1527
65,55,116,1611
65,56,123,1708
65,57,66,916
65,58,96,1333
65,59,99,1375
66,0,148,2055
66,1,104,1444
66,2,111,1541
66,3,114,1583
66,4,97,1347
66,5,113,1569
66,6,109,1513
66,7,123,1708
66,8,104,1444
66,9,123,1708
66,10,118,1638
66,11,80,1111
66,12,121,1680
66,13,101,1402
66,14,126,1750
66,15,116,1611
66,16,111,1541
66,17,94,1305
66,18,103,1430
66,19,97,1347
66,20,101,1402
66,21,123,1708
66,22,104,1444
66,23,121,1680
66,24,110,1527
66,25,129,1791
66,26,88,1222
66,27,94,1305
66,28,93,1291
66,29,125,1736
66,30,106,1472
66,31,83,1152
66,32,106,1472
66,33,132,1833
66,34,117,1625
66,35,98,1361
66,36,97,1347
66,37,121,1680
66,38,121,1680
66,39,146,2027
66,40,116,1611
66,41,107,1486
66,42,94,1305
67,0,105,1458
67,1,117,1625
67,2,116,1611
67,3,119,1652
67,4,121,1680
67,5,152,2111
67,6,112,1555
67,7,117,1625
67,8,83,1152
67,9,82,1138
67,10,108,1500
67,11,100,1388
67,12,98,1361
67,13,96,1333
67,14,129,1791
67,15,135,1875
67,16,91,1263
67,17,109,1513
67,18,114,1583
67,19,114,1583
67,20,129,1791
67,21,89,1236
67,22,102,1416
67,23,123,1708
67,24,115,1597
67,25,156,2166
67,26,89,1236
67,27,113,1569
67,28,90,1250
67,29,114,1583
67,30,102,1416
67,31,122,1694
67,32,87,1208
67,33,92,1277
67,34,74,1027
67,35,87,1208
67,36,111,1541
67,37,103,1430
67,38,135,1875
67,39,109,1513
67,40,98,1361
67,41,98,1361
67,42,104,1444
67,43,116,1611
67,44,106,1472
67,45,118,1638
67,46,118,1638
67,47,87,1208
67,48,97,1347
67,49,98,1361
67,50,63,875
67,51,116,1611
67,52,111,1541
68,0,99,1375
68,1,100,1388
68,2,108,1500
68,3,110,1527
68,4,130,1805
68,5,99,1375
68,6,111,1541
68,7,103,1430
68,8,97,1347
68,9,109,1513
68,10,119,1652
68,11,117,1625
68,12,135,1875
68,13,137,1902
68,14,106,1472
68,15,118,1638
68,16,108,1500
68,17,87,1208
68,18,121,1680
68,19,123,1708
68,20,91,1263
68,21,123,1708
68,22,92,1277
68,23,122,1694
68,24,107,1486
68,25,155,2152
68,26,93,1291
68,27,121,1680
68,28,108,1500
68,29,96,1333
68,30,79,1097
68,31,124,1722
68,32,96,1333
68,33,133,1847
68,34,113,1569
68,35,101,1402
68,36,84,1166
68,37,108,1500
68,38,119,1652
68,39,127,1763
68,40,98,1361
68,41,107,1486
68,42,94,1305
68,43,94,1305
68,44,121,1680
68,45,130,1805
68,46,116,1611
68,47,83,1152
68,48,101,1402
68,49,108,1500
68,50,122,1694
68,51,94,1305
68,52,99,1375
68,53,102,1416
68,54,88,1222
68,55,106,1472
68,56,126,1750
68,57,121,1680
68,58,117,1625
68,59,105,1458
69,0,113,1569
69,1,115,1597
69,2,98,1361
69,3,114,1583
69,4,111,1541
69,5,115,1597
69,6,114,1583
69,7,101,1402
69,8,112,1555
69,9,126,1750
69,10,78,1083
69,11,104,1444
69,12,123,1708
69,13,118,1638
69,14,94,1305
69,15,120,1666
69,16,103,1430
69,17,102,1416
69,18,108,1500
69,19,91,1263
69,20,101,1402
69,21,123,1708
69,22,106,1472
69,23,107,1486
69,24,129,1791
69,25,113,1569
69,26,85,1180
69,27,122,1694
69,28,112,1555
69,29,102,1416
69,30,132,1833
69,31,130,1805
69,32,120,1666
69,33,95,1319
69,34,121,1680
69,35,138,1916
69,36,89,1236
69,37,121,1680
69,38,105,1458
69,39,91,1263
69,40,96,1333
69,41,99,1375
69,42,75,1041
69,43,65,902
69,44,119,1652
69,45,100,1388
69,46,122,1694
69,47,89,1236
69,48,129,1791
70,0,126,1750
70,1,124,1722
70,2,126,1750
70,3,95,1319
70,4,117,1625
70,5,96,1333
70,6,95,1319
70,7,124,1722
70,8,73,1013
70,9,122,1694
70,10,104,1444
70,11,74,1027
70,12,129,1791
70,13,110,1527
70,14,104,1444
70,15,125,1736
70,16,103,1430
70,17,119,1652
70,18,118,1638
70,19,97,1347
70,20,127,1763
70,21,102,1416
70,22,104,1444
70,23,97,1347
70,24,117,1625
70,25,103,1430
70,26,82,1138
70,27,125,1736
70,28,113,1569
70,29,141,1958
70,30,129,1791
70,31,88,1222
70,32,108,1500
70,33,62,861
70,34,103,1430
70,35,102,1416
70,36,115,1597
70,37,104,1444
70,38,115,1597
70,39,103,1430
70,40,103,1430
70,41,119,1652
70,42,77,1069
70,43,116,1611
70,44,113,1569
70,45,90,1250
70,46,108,1500
70,47,98,1361
70,48,94,1305
70,49,118,1638
70,50,126,1750
70,51,73,1013
70,52,129,1791
70,53,142,1972
70,54,124,1722
70,55,96,1333
70,56,113,1569
70,57,97,1347
70,58,115,1597
70,59,135,1875
70,60,125,1736
70,61,97,1347
70,62,88,1222
70,63,96,1333
71,0,82,1138
71,1,122,1694
71,2,113,1569
71,3,88,1222
71,4,90,1250
71,5,82,1138
71,6,118,1638
71,7,89,1236
71,8,128,1777
71,9,119,1652
71,10,97,1347
71,11,108,1500
71,12,64,888
71,13,79,1097
71,14,126,1750
71,15,97,1347
71,16,81,1125
71,17,120,1666
71,18,115,1597
71,19,104,1444
71,20,94,1305
71,21,137,1902
71,22,133,1847
71,23,116,1611
71,24,139,1930
71,25,115,1597
71,26,117,1625
71,27,108,1500
71,28,100,1388
71,29,123,1708
71,30,97,1347
71,31,108,1500
71,32,122,1694
71,33,120,1666
71,34,110,1527
71,35,75,1041
71,36,118,1638
71,37,108,1500
71,38,100,1388
71,39,97,1347
71,40,107,1486
71,41,88,1222
71,42,101,1402
71,43,82,1138
71,44,170,2361
71,45,104,1444
71,46,115,1597
71,47,101,1402
72,0,96,1333
72,1,85,1180
72,2,99,1375
72,3,105,1458
72,4,97,1347
72,5,126,1750
72,6,91,1263
72,7,115,1597
72,8,83,1152
72,9,99,1375
72,10,129,1791
72,11,121,1680
72,12,80,1111
72,13,97,1347
72,14,100,1388
72,15,87,1208
72,16,95,1319
72,17,129,1791
72,18,79,1097
72,19,118,1638
72,20,113,1569
72,21,124,1722
72,22,81,1125
72,23,121,1680
72,24,109,1513
72,25,78,1083
72,26,70,972
72,27,83,1152
72,28,93,1291
72,29,101,1402
72,30,93,1291
72,31,133,1847
72,32,119,1652
72,33,82,1138
72,34,123,1708
72,35,102,1416
72,36,117,1625
72,37,92,1277
72,38,106,1472
72,39,129,1791
72,40,120,1666
72,41,118,1638
72,42,99,1375
72,43,118,1638
72,44,128,1777
72,45,80,1111
72,46,102,1416
72,47,114,1583
72,48,107,1486
72,49,111,1541
72,50,104,1444
72,51,103,1430
72,52,138,1916
72,53,100,1388
72,54,100,1388
72,55,137,1902
73,0,130,1805
73,1,122,1694
73,2,135,1875
73,3,118,1638
73,4,112,1555
73,5,95,1319
73,6,122,1694
73,7,91,1263
73,8,111,1541
73,9,130,1805
73,10,116,1611
73,11,98,1361
73,12,98,1361
73,13,147,2041
73,14,122,1694
73,15,110,1527
73,16,137,1902
73,17,115,1597
73,18,114,1583
73,19,100,1388
73,20,103,1430
73,21,107,1486
73,22,84,1166
73,23,114,1583
73,24,67,930
73,25,144,2000
73,26,111,1541
73,27,107,1486
73,28,135,1875
73,29,103,1430
73,30,98,1361
73,31,102,1416
73,32,76,1055
73,33,80,1111
73,34,113,1569
73,35,108,1500
73,36,125,1736
73,37,108,1500
73,38,111,1541
73,39,99,1375
73,40,80,1111
73,41,101,1402
73,42,109,1513
73,43,100,1388
73,44,139,1930
73,45,95,1319
73,46,99,1375
73,47,99,1375
73,48,135,1875
73,49,109,1513
73,50,122,1694
73,51,97,1347
73,52,120,1666
73,53,107,1486
73,54,110,1527
74,0,119,1652
74,1,121,1680
74,2,113,1569
74,3,92,1277
74,4,116,1611
74,5,117,1625
74,6,100,1388
74,7,115,1597
74,8,109,1513
74,9,114,1583
74,10,116,1611
74,11,120,1666
74,12,117,1625
74,13,100,1388
74,14,124,1722
74,15,109,1513
74,16,112,1555
74,17,125,1736
74,18,103,1430
74,19,93,1291
74,20,90,1250
74,21,99,1375
74,22,95,1319
74,23,128,1777
74,24,69,958
74,25,108,1500
74,26,50,694
74,27,149,2069
74,28,111,1541
74,29,99,1375
74,30,111,1541
74,31,130,1805
74,32,83,1152
74,33,107,1486
74,34,125,1736
74,35,101,1402
74,36,109,1513
74,37,88,1222
74,38,106,1472
74,39,107,1486
74,40,122,1694
74,41,72,1000
74,42,127,1763
74,43,111,1541
74,44,94,1305
74,45,87,1208
74,46,122,1694
74,47,92,1277
74,48,68,944
74,49,121,1680
74,50,139,1930
74,51,160,2222
74,52,86,1194
74,53,131,1819
74,54,145,2013
74,55,97,1347
74,56,110,1527
74,57,115,1597
74,58,105,1458
74,59,112,1555
74,60,101,1402
74,61,106,1472
74,62,118,1638
74,63,122,1694
74,64,103,1430
74,65,139,1930
