tick,count
143,1
144,0
145,0
146,0
147,0
148,1
149,0
150,1
151,0
152,0
153,1
154,0
155,1
156,0
157,2
158,0
159,1
160,0
161,2
162,0
163,0
164,0
165,2
166,1
167,0
168,0
169,0
170,2
171,2
172,1
173,1
174,2
175,3
176,0
177,3
178,1
179,2
180,3
181,3
182,3
183,4
184,6
185,5
186,5
187,2
188,4
189,1
190,0
191,2
192,1
193,1
194,3
195,3
196,2
197,1
198,1
199,0
200,2
201,3
202,2
203,0
204,0
205,1
206,0
207,0
208,1
209,0
210,0
211,0
212,0
213,1
