cycle_summary
cycle,duration_s,etr_count,tim2_n_total,n_saved_reported,n_parsed,buf_overwritten
250,18,100,1388
250,19,126,1750
250,20,142,1972
250,21,128,1777
250,22,193,2680
250,23,119,1652
250,24,106,1472
250,25,149,2069
250,26,129,1791
250,27,138,1916
250,28,129,1791
250,29,99,1375
250,30,144,2000
250,31,193,2680
250,32,103,1430
250,33,170,2361
250,34,133,1847
250,35,169,2347
250,36,120,1666
250,37,191,2652
251,0,184,2555
251,1,126,1750
251,2,135,1875
251,3,152,2111
251,4,159,2208
251,5,167,2319
251,6,144,2000
251,7,155,2152
251,8,126,1750
251,9,131,1819
251,10,126,1750
251,11,172,2388
251,12,107,1486
251,13,151,2097
251,14,143,1986
251,15,130,1805
251,16,140,1944
251,17,105,1458
251,18,114,1583
251,19,124,1722
251,20,189,2625
251,21,165,2291
251,22,108,1500
251,23,186,2583
251,24,144,2000
251,25,168,2333
251,26,169,2347
251,27,135,1875
251,28,126,1750
251,29,199,2763
251,30,136,1888
251,31,130,1805
252,0,154,2138
252,1,151,2097
252,2,169,2347
252,3,191,2652
252,4,117,1625
252,5,165,2291
252,6,188,2611
252,7,147,2041
252,8,148,2055
252,9,116,1611
252,10,116,1611
252,11,145,2013
252,12,131,1819
252,13,142,1972
252,14,122,1694
252,15,154,2138
252,16,121,1680
252,17,118,1638
252,18,115,1597
252,19,134,1861
252,20,143,1986
252,21,185,2569
252,22,163,2263
252,23,133,1847
252,24,165,2291
252,25,150,2083
252,26,129,1791
252,27,154,2138
252,28,154,2138
252,29,158,2194
252,30,146,2027
252,31,133,1847
252,32,94,1305
252,33,116,1611
252,34,180,2500
253,0,170,2361
253,1,126,1750
253,2,119,1652
253,3,115,1597
253,4,150,2083
253,5,148,2055
253,6,121,1680
253,7,89,1236
253,8,194,2694
253,9,184,2555
253,10,100,1388
253,11,129,1791
253,12,192,2666
253,13,125,1736
253,14,150,2083
253,15,140,1944
253,16,177,2458
253,17,128,1777
253,18,109,1513
253,19,172,2388
253,20,143,1986
253,21,115,1597
253,22,127,1763
253,23,149,2069
253,24,131,1819
253,25,170,2361
253,26,130,1805
253,27,179,2486
253,28,83,1152
253,29,114,1583
253,30,132,1833
253,31,174,2416
253,32,172,2388
254,0,97,1347
254,1,112,1555
254,2,161,2236
254,3,112,1555
254,4,170,2361
254,5,177,2458
254,6,142,1972
254,7,184,2555
254,8,159,2208
254,9,118,1638
254,10,174,2416
254,11,161,2236
254,12,138,1916
254,13,103,1430
254,14,99,1375
254,15,89,1236
254,16,182,2527
254,17,159,2208
254,18,128,1777
254,19,153,2125
254,20,107,1486
254,21,123,1708
254,22,141,1958
254,23,127,1763
254,24,141,1958
254,25,114,1583
254,26,115,1597
254,27,110,1527
254,28,145,2013
254,29,120,1666
254,30,156,2166
254,31,116,1611
254,32,157,2180
254,33,141,1958
254,34,133,1847
255,0,102,1416
255,1,145,2013
255,2,150,2083
255,3,90,1250
255,4,108,1500
255,5,184,2555
255,6,152,2111
255,7,148,2055
255,8,103,1430
255,9,161,2236
255,10,102,1416
255,11,131,1819
255,12,157,2180
255,13,126,1750
255,14,97,1347
255,15,122,1694
255,16,100,1388
255,17,126,1750
255,18,163,2263
255,19,181,2513
255,20,192,2666
255,21,162,2250
255,22,137,1902
255,23,106,1472
255,24,148,2055
255,25,175,2430
255,26,105,1458
255,27,137,1902
255,28,143,1986
255,29,109,1513
255,30,113,1569
255,31,116,1611
256,0,132,1833
256,1,125,1736
256,2,128,1777
256,3,139,1930
256,4,192,2666
256,5,133,1847
256,6,69,958
256,7,177,2458
256,8,106,1472
256,9,158,2194
256,10,143,1986
256,11,128,1777
256,12,123,1708
256,13,194,2694
256,14,148,2055
256,15,172,2388
256,16,125,1736
256,17,129,1791
256,18,127,1763
256,19,115,1597
256,20,154,2138
256,21,112,1555
256,22,144,2000
256,23,140,1944
256,24,97,1347
256,25,154,2138
256,26,170,2361
256,27,172,2388
256,28,141,1958
256,29,130,1805
256,30,129,1791
257,0,185,2569
257,1,134,1861
257,2,145,2013
257,3,144,2000
257,4,184,2555
257,5,198,2750
257,6,123,1708
257,7,102,1416
257,8,130,1805
257,9,200,2777
257,10,137,1902
257,11,99,1375
257,12,193,2680
257,13,180,2500
257,14,149,2069
257,15,136,1888
258,0,177,2458
258,1,139,1930
258,2,122,1694
258,3,165,2291
258,4,146,2027
258,5,138,1916
258,6,73,1013
258,7,156,2166
258,8,130,1805
258,9,149,2069
259,0,179,2486
259,1,165,2291
259,2,172,2388
259,3,111,1541
259,4,192,2666
259,5,150,2083
259,6,131,1819
259,7,138,1916
260,0,137,1902
260,1,141,1958
260,2,173,2402
260,3,137,1902
260,4,117,1625
260,5,96,1333
260,6,132,1833
261,0,198,2750
261,1,188,2611
261,2,148,2055
262,0,119,1652
262,1,105,1458
262,2,190,2638
262,3,172,2388
262,4,127,1763
262,5,139,1930
262,6,146,2027
262,7,157,2180
262,8,171,2375
262,9,126,1750
262,10,140,1944
262,11,173,2402
262,12,146,2027
262,13,159,2208
262,14,141,1958
262,15,143,1986
262,16,142,1972
263,0,143,1986
263,1,137,1902
263,2,139,1930
263,3,200,2777
263,4,179,2486
263,5,97,1347
263,6,120,1666
263,7,178,2472
263,8,134,1861
263,9,186,2583
263,10,143,1986
263,11,139,1930
263,12,181,2513
263,13,73,1013
263,14,140,1944
263,15,146,2027
263,16,178,2472
263,17,139,1930
263,18,157,2180
264,0,139,1930
264,1,131,1819
264,2,115,1597
264,3,96,1333
264,4,150,2083
264,5,136,1888
264,6,133,1847
264,7,163,2263
264,8,105,1458
264,9,190,2638
264,10,187,2597
264,11,149,2069
264,12,125,1736
264,13,169,2347
264,14,156,2166
264,15,134,1861
264,16,107,1486
265,0,119,1652
265,1,154,2138
265,2,120,1666
265,3,198,2750
265,4,190,2638
265,5,177,2458
265,6,139,1930
265,7,140,1944
265,8,151,2097
265,9,159,2208
265,10,160,2222
266,0,111,1541
266,1,118,1638
266,2,122,1694
266,3,146,2027
266,4,152,2111
266,5,104,1444
266,6,135,1875
266,7,93,1291
266,8,182,2527
266,9,99,1375
266,10,148,2055
266,11,112,1555
266,12,139,1930
267,0,162,2250
267,1,165,2291
267,2,188,2611
267,3,137,1902
267,4,120,1666
267,5,119,1652
267,6,147,2041
267,7,113,1569
267,8,134,1861
267,9,153,2125
267,10,145,2013
267,11,194,2694
268,0,147,2041
268,1,149,2069
268,2,136,1888
268,3,108,1500
268,4,192,2666
268,5,116,1611
268,6,127,1763
268,7,151,2097
268,8,186,2583
268,9,165,2291
268,10,174,2416
268,11,135,1875
268,12,121,1680
268,13,138,1916
268,14,140,1944
268,15,113,1569
269,0,164,2277
269,1,100,1388
269,2,139,1930
269,3,121,1680
269,4,150,2083
269,5,123,1708
269,6,130,1805
269,7,148,2055
269,8,149,2069
269,9,135,1875
269,10,137,1902
269,11,138,1916
270,0,135,1875
270,1,193,2680
270,2,125,1736
270,3,105,1458
270,4,116,1611
270,5,123,1708
270,6,185,2569
270,7,141,1958
270,8,157,2180
270,9,174,2416
270,10,115,1597
270,11,166,2305
270,12,127,1763
270,13,128,1777
270,14,168,2333
270,15,132,1833
270,16,149,2069
270,17,188,2611
270,18,133,1847
270,19,154,2138
270,20,191,2652
270,21,120,1666
270,22,164,2277
270,23,128,1777
270,24,150,2083
270,25,120,1666
270,26,134,1861
271,0,167,2319
271,1,123,1708
271,2,137,1902
271,3,171,2375
271,4,99,1375
271,5,141,1958
271,6,133,1847
271,7,181,2513
271,8,198,2750
271,9,142,1972
271,10,123,1708
271,11,116,1611
271,12,182,2527
271,13,114,1583
271,14,92,1277
271,15,100,1388
271,16,162,2250
271,17,92,1277
271,18,113,1569
271,19,138,1916
271,20,159,2208
271,21,151,2097
271,22,156,2166
271,23,139,1930
271,24,195,2708
271,25,159,2208
271,26,90,1250
271,27,198,2750
271,28,138,1916
271,29,120,1666
272,0,129,1791
272,1,136,1888
272,2,126,1750
272,3,112,1555
272,4,153,2125
272,5,163,2263
272,6,126,1750
272,7,145,2013
272,8,130,1805
272,9,154,2138
272,10,125,1736
272,11,106,1472
272,12,158,2194
272,13,137,1902
272,14,113,1569
272,15,162,2250
272,16,178,2472
272,17,109,1513
272,18,149,2069
272,19,114,1583
272,20,157,2180
272,21,153,2125
272,22,164,2277
272,23,132,1833
272,24,142,1972
272,25,111,1541
272,26,142,1972
272,27,143,1986
272,28,87,1208
272,29,131,1819
272,30,141,1958
272,31,169,2347
272,32,160,2222
272,33,129,1791
272,34,99,1375
272,35,139,1930
272,36,149,2069
272,37,133,1847
272,38,118,1638
272,39,168,2333
272,40,110,1527
272,41,172,2388
272,42,133,1847
272,43,108,1500
272,44,184,2555
272,45,133,1847
272,46,112,1555
272,47,113,1569
272,48,129,1791
272,49,180,2500
272,50,177,2458
272,51,121,1680
272,52,94,1305
272,53,148,2055
272,54,131,1819
272,55,125,1736
272,56,130,1805
272,57,123,1708
272,58,121,1680
272,59,99,1375
272,60,124,1722
272,61,130,1805
272,62,195,2708
272,63,121,1680
272,64,155,2152
272,65,96,1333
272,66,127,1763
272,67,140,1944
272,68,126,1750
272,69,169,2347
272,70,117,1625
272,71,114,1583
272,72,180,2500
272,73,131,1819
272,74,123,1708
272,75,142,1972
272,76,174,2416
272,77,141,1958
272,78,121,1680
272,79,159,2208
272,80,111,1541
272,81,133,1847
272,82,154,2138
272,83,138,1916
272,84,150,2083
272,85,179,2486
272,86,167,2319
272,87,184,2555
272,88,122,1694
272,89,166,2305
272,90,118,1638
272,91,116,1611
272,92,106,1472
272,93,132,1833
272,94,126,1750
272,95,181,2513
272,96,145,2013
272,97,189,2625
272,98,107,1486
272,99,113,1569
272,100,157,2180
273,0,182,2527
273,1,96,1333
273,2,117,1625
273,3,123,1708
273,4,117,1625
273,5,150,2083
273,6,171,2375
273,7,115,1597
273,8,126,1750
273,9,178,2472
273,10,130,1805
273,11,134,1861
273,12,191,2652
273,13,110,1527
273,14,133,1847
273,15,146,2027
273,16,135,1875
273,17,140,1944
273,18,179,2486
273,19,123,1708
273,20,114,1583
273,21,134,1861
273,22,162,2250
273,23,109,1513
273,24,183,2541
273,25,101,1402
273,26,112,1555
273,27,139,1930
273,28,140,1944
273,29,96,1333
273,30,71,986
273,31,138,1916
273,32,182,2527
273,33,121,1680
273,34,119,1652
273,35,136,1888
273,36,188,2611
273,37,132,1833
273,38,127,1763
273,39,152,2111
273,40,125,1736
273,41,104,1444
273,42,149,2069
273,43,117,1625
273,44,181,2513
273,45,104,1444
273,46,138,1916
273,47,173,2402
273,48,121,1680
273,49,162,2250
273,50,123,1708
273,51,186,2583
273,52,107,1486
273,53,129,1791
273,54,160,2222
273,55,91,1263
273,56,127,1763
273,57,154,2138
273,58,125,1736
273,59,146,2027
273,60,158,2194
273,61,130,1805
273,62,129,1791
273,63,117,1625
273,64,197,2736
273,65,165,2291
273,66,104,1444
273,67,126,1750
273,68,147,2041
273,69,153,2125
273,70,153,2125
273,71,169,2347
273,72,147,2041
273,73,158,2194
273,74,116,1611
273,75,94,1305
273,76,198,2750
273,77,151,2097
273,78,168,2333
273,79,131,1819
273,80,114,1583
273,81,175,2430
273,82,184,2555
273,83,127,1763
273,84,139,1930
273,85,120,1666
273,86,122,1694
273,87,138,1916
273,88,198,2750
274,0,132,1833
274,1,90,1250
274,2,93,1291
274,3,199,2763
274,4,131,1819
274,5,160,2222
274,6,97,1347
274,7,145,2013
274,8,143,1986
274,9,156,2166
274,10,184,2555
274,11,121,1680
274,12,114,1583
274,13,140,1944
274,14,121,1680
274,15,132,1833
274,16,163,2263
274,17,131,1819
274,18,120,1666
274,19,123,1708
274,20,107,1486
274,21,154,2138
274,22,146,2027
274,23,154,2138
274,24,140,1944
274,25,130,1805
274,26,184,2555
274,27,185,2569
274,28,130,1805
274,29,148,2055
274,30,134,1861
274,31,117,1625
274,32,129,1791
274,33,153,2125
274,34,117,1625
274,35,169,2347
274,36,119,1652
274,37,151,2097
274,38,137,1902
274,39,124,1722
274,40,161,2236
274,41,133,1847
274,42,132,1833
274,43,163,2263
274,44,188,2611
274,45,131,1819
274,46,187,2597
274,47,147,2041
274,48,172,2388
274,49,122,1694
274,50,126,1750
274,51,136,1888
274,52,188,2611
274,53,120,1666
274,54,148,2055
274,55,124,1722
274,56,144,2000
274,57,116,1611
274,58,133,1847
274,59,187,2597
274,60,124,1722
274,61,123,1708
274,62,192,2666
274,63,128,1777
274,64,147,2041
274,65,128,1777
274,66,111,1541
274,67,151,2097
274,68,148,2055
274,69,112,1555
274,70,139,1930
274,71,141,1958
275,0,114,1583
275,1,190,2638
275,2,162,2250
275,3,126,1750
275,4,165,2291
275,5,148,2055
275,6,154,2138
275,7,147,2041
275,8,136,1888
275,9,133,1847
275,10,150,2083
275,11,116,1611
275,12,143,1986
275,13,175,2430
275,14,158,2194
275,15,121,1680
275,16,77,1069
275,17,168,2333
275,18,127,1763
275,19,166,2305
275,20,133,1847
275,21,152,2111
275,22,143,1986
275,23,163,2263
275,24,124,1722
275,25,139,1930
275,26,147,2041
275,27,146,2027
275,28,160,2222
275,29,107,1486
275,30,122,1694
275,31,119,1652
275,32,113,1569
275,33,132,1833
275,34,95,1319
275,35,113,1569
275,36,167,2319
275,37,136,1888
275,38,134,1861
275,39,141,1958
275,40,154,2138
275,41,186,2583
275,42,135,1875
275,43,134,1861
275,44,166,2305
275,45,162,2250
275,46,120,1666
275,47,155,2152
275,48,132,1833
275,49,124,1722
275,50,110,1527
275,51,148,2055
275,52,178,2472
275,53,127,1763
275,54,119,1652
275,55,173,2402
275,56,105,1458
275,57,200,2777
275,58,127,1763
275,59,193,2680
275,60,117,1625
275,61,121,1680
275,62,128,1777
275,63,152,2111
275,64,192,2666
275,65,142,1972
275,66,164,2277
275,67,145,2013
275,68,134,1861
275,69,126,1750
275,70,181,2513
275,71,163,2263
275,72,134,1861
275,73,123,1708
275,74,118,1638
275,75,123,1708
275,76,123,1708
275,77,133,1847
275,78,137,1902
275,79,119,1652
275,80,171,2375
276,0,136,1888
276,1,133,1847
276,2,116,1611
276,3,152,2111
276,4,143,1986
276,5,113,1569
276,6,130,1805
276,7,145,2013
276,8,102,1416
276,9,135,1875
276,10,120,1666
276,11,152,2111
276,12,138,1916
276,13,88,1222
276,14,114,1583
276,15,137,1902
276,16,126,1750
276,17,123,1708
276,18,113,1569
276,19,140,1944
276,20,173,2402
276,21,103,1430
276,22,136,1888
276,23,121,1680
276,24,159,2208
276,25,161,2236
276,26,198,2750
276,27,203,2819
276,28,93,1291
276,29,112,1555
276,30,138,1916
276,31,166,2305
276,32,128,1777
276,33,157,2180
276,34,133,1847
276,35,138,1916
276,36,129,1791
276,37,159,2208
276,38,137,1902
276,39,138,1916
276,40,189,2625
276,41,115,1597
276,42,132,1833
276,43,179,2486
276,44,191,2652
276,45,179,2486
276,46,124,1722
276,47,169,2347
276,48,137,1902
276,49,134,1861
276,50,170,2361
276,51,189,2625
276,52,189,2625
276,53,149,2069
276,54,141,1958
276,55,113,1569
276,56,64,888
276,57,129,1791
276,58,150,2083
276,59,132,1833
276,60,145,2013
276,61,167,2319
276,62,143,1986
276,63,132,1833
276,64,127,1763
276,65,134,1861
276,66,126,1750
277,0,119,1652
277,1,179,2486
277,2,121,1680
277,3,143,1986
277,4,121,1680
277,5,182,2527
277,6,150,2083
277,7,113,1569
277,8,147,2041
277,9,144,2000
277,10,138,1916
277,11,136,1888
277,12,155,2152
277,13,122,1694
277,14,119,1652
277,15,129,1791
277,16,103,1430
277,17,123,1708
277,18,186,2583
277,19,177,2458
277,20,195,2708
277,21,138,1916
277,22,138,1916
277,23,148,2055
277,24,166,2305
277,25,174,2416
277,26,122,1694
277,27,109,1513
277,28,169,2347
277,29,140,1944
277,30,104,1444
277,31,161,2236
277,32,144,2000
277,33,116,1611
277,34,118,1638
277,35,190,2638
277,36,153,2125
277,37,145,2013
277,38,140,1944
277,39,138,1916
277,40,166,2305
277,41,105,1458
277,42,190,2638
277,43,140,1944
277,44,168,2333
277,45,199,2763
277,46,143,1986
277,47,116,1611
277,48,134,1861
277,49,128,1777
277,50,121,1680
277,51,111,1541
277,52,113,1569
277,53,170,2361
277,54,110,1527
277,55,123,1708
277,56,114,1583
277,57,136,1888
277,58,133,1847
277,59,132,1833
277,60,136,1888
277,61,174,2416
277,62,166,2305
277,63,104,1444
277,64,169,2347
277,65,163,2263
277,66,119,1652
277,67,175,2430
277,68,110,1527
277,69,153,2125
277,70,105,1458
277,71,154,2138
277,72,126,1750
277,73,85,1180
277,74,106,1472
278,0,118,1638
278,1,144,2000
278,2,152,2111
278,3,133,1847
278,4,152,2111
278,5,139,1930
278,6,137,1902
278,7,125,1736
278,8,113,1569
278,9,170,2361
278,10,132,1833
278,11,123,1708
278,12,139,1930
278,13,151,2097
278,14,102,1416
278,15,156,2166
278,16,157,2180
278,17,147,2041
278,18,110,1527
278,19,157,2180
278,20,165,2291
278,21,125,1736
278,22,143,1986
278,23,137,1902
278,24,186,2583
278,25,165,2291
278,26,132,1833
278,27,133,1847
278,28,153,2125
278,29,159,2208
278,30,130,1805
278,31,166,2305
278,32,130,1805
278,33,158,2194
278,34,175,2430
278,35,187,2597
278,36,191,2652
278,37,157,2180
278,38,197,2736
278,39,125,1736
278,40,122,1694
278,41,159,2208
278,42,169,2347
278,43,116,1611
278,44,119,1652
278,45,129,1791
278,46,132,1833
278,47,134,1861
278,48,128,1777
278,49,179,2486
278,50,195,2708
278,51,139,1930
278,52,130,1805
278,53,140,1944
278,54,158,2194
278,55,97,1347
278,56,117,1625
278,57,145,2013
278,58,130,1805
278,59,111,1541
278,60,118,1638
278,61,161,2236
279,0,140,1944
279,1,121,1680
279,2,147,2041
279,3,144,2000
279,4,109,1513
279,5,168,2333
279,6,108,1500
279,7,182,2527
279,8,114,1583
279,9,137,1902
279,10,162,2250
279,11,162,2250
279,12,158,2194
279,13,137,1902
279,14,154,2138
279,15,150,2083
279,16,141,1958
279,17,178,2472
279,18,192,2666
279,19,152,2111
279,20,103,1430
279,21,127,1763
279,22,121,1680
279,23,188,2611
279,24,142,1972
279,25,154,2138
279,26,109,1513
279,27,155,2152
279,28,164,2277
279,29,104,1444
279,30,134,1861
279,31,114,1583
279,32,125,1736
279,33,181,2513
279,34,116,1611
279,35,133,1847
279,36,179,2486
279,37,144,2000
279,38,119,1652
279,39,139,1930
279,40,129,1791
279,41,134,1861
279,42,111,1541
279,43,130,1805
279,44,119,1652
279,45,149,2069
279,46,154,2138
279,47,131,1819
279,48,113,1569
279,49,122,1694
279,50,145,2013
279,51,159,2208
279,52,100,1388
279,53,153,2125
279,54,127,1763
279,55,134,1861
279,56,132,1833
279,57,203,2819
279,58,104,1444
279,59,106,1472
279,60,169,2347
279,61,129,1791
279,62,151,2097
279,63,136,1888
279,64,200,2777
279,65,111,1541
279,66,140,1944
279,67,95,1319
279,68,90,1250
279,69,139,1930
279,70,156,2166
279,71,128,1777
279,72,159,2208
279,73,158,2194
279,74,148,2055
279,75,139,1930
280,0,128,1777
280,1,132,1833
280,2,131,1819
280,3,105,1458
280,4,122,1694
280,5,171,2375
280,6,138,1916
280,7,167,2319
280,8,174,2416
280,9,170,2361
280,10,122,1694
280,11,111,1541
280,12,144,2000
280,13,138,1916
280,14,129,1791
280,15,155,2152
280,16,170,2361
280,17,198,2750
280,18,105,1458
280,19,131,1819
280,20,112,1555
280,21,169,2347
280,22,120,1666
280,23,157,2180
280,24,127,1763
280,25,141,1958
280,26,164,2277
280,27,106,1472
280,28,141,1958
280,29,147,2041
280,30,187,2597
280,31,148,2055
280,32,93,1291
280,33,145,2013
280,34,132,1833
280,35,169,2347
280,36,148,2055
280,37,147,2041
280,38,110,1527
280,39,99,1375
280,40,122,1694
280,41,99,1375
280,42,139,1930
280,43,133,1847
280,44,124,1722
280,45,144,2000
280,46,162,2250
280,47,132,1833
280,48,198,2750
280,49,102,1416
280,50,147,2041
280,51,133,1847
280,52,146,2027
280,53,147,2041
280,54,153,2125
280,55,107,1486
280,56,121,1680
280,57,167,2319
280,58,156,2166
280,59,191,2652
280,60,180,2500
280,61,142,1972
280,62,130,1805
280,63,159,2208
280,64,118,1638
280,65,144,2000
280,66,168,2333
280,67,157,2180
280,68,127,1763
280,69,143,1986
280,70,139,1930
280,71,132,1833
280,72,139,1930
280,73,153,2125
280,74,124,1722
280,75,160,2222
280,76,170,2361
280,77,121,1680
280,78,138,1916
280,79,127,1763
280,80,131,1819
280,81,138,1916
280,82,184,2555
280,83,121,1680
280,84,186,2583
280,85,111,1541
280,86,106,1472
281,0,124,1722
281,1,180,2500
281,2,139,1930
281,3,156,2166
281,4,140,1944
281,5,138,1916
281,6,170,2361
281,7,120,1666
281,8,133,1847
281,9,173,2402
281,10,83,1152
281,11,129,1791
281,12,170,2361
281,13,159,2208
281,14,127,1763
281,15,131,1819
281,16,122,1694
281,17,103,1430
281,18,156,2166
281,19,136,1888
281,20,188,2611
281,21,115,1597
281,22,109,1513
281,23,151,2097
281,24,109,1513
281,25,115,1597
281,26,112,1555
281,27,137,1902
281,28,179,2486
281,29,123,1708
281,30,104,1444
281,31,140,1944
281,32,154,2138
281,33,143,1986
281,34,162,2250
281,35,114,1583
281,36,138,1916
281,37,161,2236
281,38,126,1750
281,39,106,1472
281,40,144,2000
281,41,173,2402
281,42,135,1875
281,43,148,2055
281,44,141,1958
281,45,118,1638
281,46,154,2138
281,47,139,1930
281,48,194,2694
281,49,152,2111
281,50,200,2777
281,51,101,1402
281,52,162,2250
281,53,118,1638
281,54,134,1861
281,55,107,1486
281,56,132,1833
281,57,122,1694
281,58,128,1777
281,59,122,1694
281,60,92,1277
281,61,87,1208
281,62,97,1347
281,63,63,875
281,64,141,1958
281,65,135,1875
281,66,190,2638
281,67,143,1986
281,68,116,1611
281,69,136,1888
281,70,194,2694
281,71,113,1569
281,72,131,1819
281,73,119,1652
281,74,189,2625
281,75,162,2250
281,76,140,1944
281,77,155,2152
281,78,133,1847
281,79,111,1541
281,80,118,1638
281,81,138,1916
281,82,155,2152
281,83,109,1513
281,84,123,1708
281,85,81,1125
281,86,126,1750
281,87,148,2055
281,88,104,1444
281,89,118,1638
281,90,148,2055
281,91,157,2180
281,92,85,1180
281,93,168,2333
281,94,105,1458
281,95,123,1708
281,96,92,1277
281,97,137,1902
281,98,135,1875
281,99,202,2805
281,100,94,1305
281,101,173,2402
281,102,133,1847
281,103,102,1416
282,0,129,1791
282,1,87,1208
282,2,124,1722
282,3,124,1722
282,4,146,2027
282,5,213,2958
282,6,146,2027
282,7,181,2513
282,8,78,1083
282,9,108,1500
282,10,127,1763
282,11,119,1652
282,12,143,1986
282,13,124,1722
282,14,147,2041
282,15,123,1708
282,16,117,1625
282,17,137,1902
282,18,126,1750
282,19,154,2138
282,20,121,1680
282,21,126,1750
282,22,162,2250
282,23,164,2277
282,24,182,2527
282,25,100,1388
282,26,160,2222
282,27,141,1958
282,28,143,1986
282,29,135,1875
282,30,148,2055
282,31,189,2625
282,32,120,1666
282,33,189,2625
282,34,171,2375
282,35,192,2666
282,36,108,1500
282,37,102,1416
282,38,129,1791
282,39,129,1791
282,40,108,1500
282,41,148,2055
282,42,116,1611
282,43,165,2291
282,44,127,1763
282,45,134,1861
282,46,150,2083
282,47,147,2041
282,48,170,2361
282,49,159,2208
282,50,113,1569
282,51,181,2513
282,52,135,1875
282,53,128,1777
282,54,207,2875
282,55,112,1555
282,56,81,1125
283,0,122,1694
283,1,103,1430
283,2,140,1944
283,3,177,2458
283,4,111,1541
283,5,163,2263
283,6,121,1680
283,7,122,1694
283,8,118,1638
283,9,188,2611
283,10,126,1750
283,11,118,1638
283,12,191,2652
283,13,112,1555
283,14,132,1833
283,15,132,1833
283,16,187,2597
283,17,193,2680
283,18,159,2208
283,19,165,2291
283,20,126,1750
283,21,139,1930
283,22,144,2000
283,23,160,2222
283,24,116,1611
283,25,150,2083
283,26,145,2013
283,27,160,2222
283,28,178,2472
283,29,122,1694
283,30,189,2625
283,31,165,2291
283,32,178,2472
283,33,132,1833
283,34,105,1458
283,35,149,2069
283,36,107,1486
283,37,105,1458
283,38,117,1625
283,39,142,1972
283,40,165,2291
283,41,136,1888
283,42,175,2430
283,43,191,2652
283,44,139,1930
283,45,107,1486
283,46,111,1541
283,47,116,1611
283,48,191,2652
283,49,159,2208
283,50,139,1930
283,51,127,1763
283,52,110,1527
283,53,169,2347
283,54,121,1680
283,55,160,2222
283,56,136,1888
283,57,176,2444
283,58,125,1736
283,59,163,2263
283,60,156,2166
283,61,135,1875
284,0,81,1125
284,1,148,2055
284,2,135,1875
284,3,133,1847
284,4,136,1888
284,5,124,1722
284,6,166,2305
284,7,142,1972
284,8,115,1597
284,9,153,2125
284,10,97,1347
284,11,154,2138
284,12,147,2041
284,13,115,1597
284,14,150,2083
284,15,85,1180
284,16,125,1736
284,17,137,1902
284,18,153,2125
284,19,181,2513
284,20,126,1750
284,21,83,1152
284,22,103,1430
284,23,126,1750
284,24,111,1541
284,25,154,2138
284,26,163,2263
284,27,149,2069
284,28,161,2236
284,29,136,1888
284,30,124,1722
284,31,98,1361
284,32,137,1902
284,33,103,1430
284,34,189,2625
284,35,153,2125
284,36,169,2347
284,37,173,2402
284,38,126,1750
284,39,190,2638
284,40,153,2125
284,41,118,1638
284,42,114,1583
284,43,143,1986
284,44,137,1902
284,45,195,2708
284,46,136,1888
284,47,140,1944
284,48,138,1916
284,49,99,1375
284,50,159,2208
284,51,159,2208
284,52,112,1555
284,53,124,1722
284,54,87,1208
284,55,124,1722
284,56,198,2750
284,57,165,2291
284,58,135,1875
284,59,144,2000
284,60,108,1500
284,61,151,2097
284,62,124,1722
284,63,158,2194
284,64,143,1986
284,65,160,2222
284,66,152,2111
284,67,138,1916
284,68,142,1972
284,69,163,2263
284,70,177,2458
284,71,114,1583
285,0,172,2388
285,1,143,1986
285,2,157,2180
285,3,133,1847
285,4,133,1847
285,5,116,1611
285,6,132,1833
285,7,141,1958
285,8,118,1638
285,9,171,2375
285,10,158,2194
285,11,130,1805
285,12,199,2763
285,13,197,2736
285,14,128,1777
285,15,112,1555
285,16,151,2097
285,17,127,1763
285,18,94,1305
285,19,128,1777
285,20,122,1694
285,21,97,1347
285,22,104,1444
285,23,140,1944
285,24,130,1805
285,25,145,2013
285,26,102,1416
285,27,109,1513
285,28,132,1833
285,29,136,1888
285,30,128,1777
285,31,137,1902
285,32,123,1708
285,33,136,1888
285,34,85,1180
285,35,127,1763
285,36,138,1916
285,37,90,1250
285,38,161,2236
285,39,205,2847
285,40,110,1527
285,41,95,1319
285,42,105,1458
285,43,121,1680
285,44,143,1986
285,45,132,1833
285,46,194,2694
285,47,108,1500
285,48,112,1555
285,49,76,1055
285,50,129,1791
285,51,111,1541
285,52,143,1986
285,53,179,2486
285,54,157,2180
285,55,157,2180
285,56,146,2027
285,57,126,1750
285,58,123,1708
285,59,124,1722
285,60,144,2000
285,61,137,1902
285,62,173,2402
285,63,127,1763
285,64,108,1500
285,65,129,1791
285,66,153,2125
285,67,111,1541
285,68,175,2430
285,69,145,2013
285,70,123,1708
285,71,133,1847
285,72,137,1902
285,73,148,2055
285,74,145,2013
285,75,190,2638
285,76,133,1847
285,77,101,1402
285,78,83,1152
285,79,114,1583
285,80,129,1791
285,81,123,1708
285,82,105,1458
285,83,186,2583
285,84,174,2416
285,85,154,2138
285,86,137,1902
285,87,126,1750
285,88,148,2055
285,89,144,2000
285,90,193,2680
285,91,147,2041
285,92,68,944
285,93,179,2486
285,94,167,2319
285,95,109,1513
285,96,135,1875
285,97,138,1916
285,98,143,1986
286,0,116,1611
286,1,174,2416
286,2,102,1416
286,3,127,1763
286,4,90,1250
286,5,119,1652
286,6,143,1986
286,7,142,1972
286,8,138,1916
286,9,187,2597
